LOTID5	WAFER_ID	PROCESS_ID_LX562150_PROCESS_ID_MAX	PROCESS_ID_ZA522600_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	ET_TIME_ZA522600_TKOUT_TIME_MAX	ET_D120_M1_1b_lat_100BCR_VALUE_MEDIAN	ET_D120_M1_1b_lat_100IRD_L_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_EGN_2/0.15_Vtsat_VALUE_MEDIAN	ET_EGN_2/2_Vtlin_VALUE_MEDIAN	ET_EGN_Tox_inv_VALUE_MEDIAN	ET_EGP_2/0.45_Vtsat_VALUE_MEDIAN	ET_EGP_2/2_Vtlin_VALUE_MEDIAN	ET_EGP_Tox_inv_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_HVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_HVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_LVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVT_Vt_np_ratio_VALUE_MEDIAN	ET_LVT_Vt_sum_VALUE_MEDIAN	ET_Leff_N_VALUE_MEDIAN	ET_Leff_P_VALUE_MEDIAN	ET_Lpoly_RVTN_VALUE_MEDIAN	ET_Lpoly_RVTP_VALUE_MEDIAN	ET_NW_Res_10x30_VALUE_MEDIAN	ET_OP_NRX_Res_10X30_VALUE_MEDIAN	ET_OP_PPC_Res_10X30_VALUE_MEDIAN	ET_RVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_RVTN_1/1_Vtlin_VALUE_MEDIAN	ET_RVTN_Cov_VALUE_MEDIAN	ET_RVTN_Covdd_VALUE_MEDIAN	ET_RVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_RVTP_1/1_Vtlin_VALUE_MEDIAN	ET_RVTP_Cov_VALUE_MEDIAN	ET_RVTP_Covdd_VALUE_MEDIAN	ET_RVT_Vt_Sum_VALUE_MEDIAN	ET_RVT_vt_NP_ratio_VALUE_MEDIAN	ET_SGN_Tox_inv_VALUE_MEDIAN	ET_SGP_Tox_inv_VALUE_MEDIAN	ET_SLVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_SLVTN_1/1_Vtlin_VALUE_MEDIAN	ET_SLVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_SLVTP_1/1_Vtlin_VALUE_MEDIAN	ET_VPNP_Beta_VALUE_MEDIAN
S65NG	22	UXU6		01/07/2017 16:00										0.514	0.553	35.992		0.536	40.436							0.48	0.371																						13.404	16.301					
S65PG	3		UXCK		16/07/2017 02:03	215.428	17.418	36.9	0.522	32.235	0.507	11.585	0.394	0.503	0.552			0.504		67.75	0.467	52.565	0.477	20.406	0.264			0.366	0.17			24.266	17.102	34.837	37.352				0.439	0.427	0.229	1.062	0.297	0.511	0.31	0.977	0.741		13.896	16.54					
S65PG	6		UXCK		16/07/2017 02:10	221.28	16.506	33.425	0.528	30.515	0.505	11.096	0.394	0.503	0.555			0.505		65.08	0.472	50.19	0.482	20.315	0.275			0.372	0.166			24.158	17.06	34.477	37.058				0.45	0.422	0.226	1.055	0.306	0.509	0.308	0.974	0.758		13.857	16.494					
S65PG	13		UXCK		16/07/2017 02:27	223.058	17.398	36.59	0.515	32.21	0.518	11.854	0.39	0.503	0.555	35.856	0.45	0.513	37.313	67.56	0.466	53.26	0.479	20.349	0.286			0.361	0.194					35.729	37.897	781.192			0.439	0.426	0.231	1.086	0.329	0.514	0.312	0.99	0.763		13.895	16.514					0.84
S65PG	18		UXCK		16/07/2017 02:34	219.855	16.294	35.18	0.522	30.875	0.523	11.783	0.373	0.507	0.559			0.515		64.735	0.474	48.675	0.487	20.123	0.285			0.374	0.18			24.334	17.111	34.624	37.202				0.448	0.423	0.224	1.057	0.303	0.511	0.309	0.977	0.747		13.896	16.496					
S65PG	21		UXCK		16/07/2017 02:41	243.41	18.19	36	0.519	32.155	0.508	11.982	0.379	0.507	0.559			0.513		68.545	0.461	53.68	0.473	20.87	0.28			0.366	0.174			24.46	16.88	35.001	37.443				0.442	0.426	0.228	1.066	0.3	0.512	0.313	0.981	0.744		13.881	16.504					
S65PG	24		UXCK		16/07/2017 02:47	238.736	17.148	37.79	0.513	33.63	0.503	12.213	0.387	0.499	0.551			0.507		70.23	0.46	55.385	0.461	21.514	0.272			0.363	0.195			24.899	17.344	35.632	37.758				0.439	0.422	0.23	1.081	0.321	0.513	0.312	0.99	0.762		13.871	16.452					
S65PK	12		UXAN		09/07/2017 16:28	222.595	17.224	34.5	0.518	30.95	0.507	9.304	0.427	0.508	0.563	35.803	0.438	0.505	37.121	58.935	0.483	45.33	0.489	17.81	0.34			0.367	0.234	1.509	0.604	25.7	17.893	35.548	37.817	771.726			0.439	0.423	0.225	1.108	0.347	0.506	0.313	1.009	0.786		13.464	16.094					
S65PK	13		UXAN		09/07/2017 16:48	205.468	18.01	33.61	0.507	31.315	0.504	9.535	0.439	0.514	0.563	35.709	0.439	0.505	37.064	58.735	0.481	46.665	0.496	17.861	0.333			0.368	0.236	1.581	0.611	25.453	17.699	35.249	37.611	769.059			0.436	0.426	0.224	1.1	0.35	0.505	0.314	1.01	0.785		13.479	15.96					
S65PU	7		UXIL		26/07/2017 02:10	202.994	21.188	42.305	0.483	39.325	0.473	9.704	0.444	0.509	0.569	37.241		0.507	38.141		0.483	54.26	0.477	17.498	0.354			0.304	0.157			23.503	17.993	34.789	37.521				0.386	0.421	0.251	1.151	0.299	0.511	0.322	1.057	0.686		12.622	15.154	0.243		0.102		
S65PU	9		UXIL		26/07/2017 02:15	208.527	24.094	45.245	0.473	38.225	0.466	9.64	0.461	0.506	0.562	37.223		0.508	38.101		0.469	55.745	0.469	17.058	0.352			0.3	0.174			23.796	18.248	35.449	37.989				0.382	0.414	0.252	1.164	0.295	0.511	0.324	1.07	0.676		12.645	15.068	0.24		0.099		
S65PU	10		UXIL		26/07/2017 02:20	196.412	21.352	40.665	0.486	38.44	0.472	9.266	0.458	0.519	0.569	37.16		0.508	38.078		0.479	54.505	0.48	16.282	0.371			0.318	0.159			23.743	18.118	34.994	37.672				0.401	0.421	0.248	1.149	0.291	0.511	0.324	1.06	0.692		12.675	15.101	0.251		0.106		
S65PU	18		UXIL		26/07/2017 02:25	188.472	24.522	43.105	0.49	40.105	0.455	9.512	0.441	0.501	0.566	37.391		0.509	38.378		0.48	56.665	0.467	18.156	0.35			0.291	0.155			23.536	17.785	34.898	37.471				0.378	0.418	0.25	1.15	0.287	0.512	0.323	1.055	0.678		12.646	15.085	0.231		0.1		
S65PU	23		UXIL		26/07/2017 02:29	201.475	21.708	40.165	0.491	37.88	0.477	8.656	0.464	0.504	0.566	37.211		0.506	38.365		0.481	52.555	0.472	16.374	0.348			0.305	0.15			23.726	18.152	35.128	37.835				0.396	0.421	0.248	1.144	0.285	0.511	0.321	1.049	0.68		12.758	15.364	0.245		0.075		
S65RN	12	UXU6		30/06/2017 22:29										0.523	0.55	35.598		0.541	40.081							0.456	0.405																						13.26	16.097					
S65RN	13	UXU6		30/06/2017 23:52										0.521	0.55	35.896	0.463	0.543	40.386							0.463	0.409					25.342	19.418																13.36	16.2					
S65RP	1	UXU6		01/07/2017 00:18										0.512	0.542	35.674		0.543	40.077							0.478	0.38																						13.371	16.159					
S65RP	13	UXU6		01/07/2017 02:00										0.511	0.541	35.629	0.47	0.542	40.125							0.489	0.38					24.189	19.701																13.379	16.206					
S65UP	13	UXU6		26/07/2017 14:16										0.53	0.56	35.661	0.463	0.539	40.074							0.497	0.378					25.046	19.101																13.352	16.206					
S65UP	20	UXU6		26/07/2017 14:41										0.522	0.556	35.478		0.535	39.743							0.495	0.385																						13.385	16.215					
S65WH	5		UXCK		07/07/2017 09:55	255.043	18.774	37.74	0.517	34.21	0.516	11.054	0.394	0.514	0.555			0.519		67.91	0.466	54.715	0.463	20.157	0.286			0.361	0.179			25.242	17.95	36.083	38.482				0.432	0.417	0.233	1.095	0.309	0.499	0.313	1.001	0.744		13.863	16.54					
S65WH	12		UXCK		07/07/2017 10:02	224.505	20.92	38.725	0.507	34.07	0.511	12.459	0.38	0.497	0.552			0.513		69.625	0.458	54.295	0.47	20.77	0.254			0.34	0.16			25.158	17.441	36.274	38.258				0.422	0.42	0.238	1.104	0.296	0.497	0.317	1	0.722		13.815	16.455					
S65WH	13		UXCK		07/07/2017 10:20	229.73	18.652	38.175	0.512	34.41	0.497	11.143	0.394	0.499	0.548	35.963	0.457	0.518	37.133	71.155	0.455	55.71	0.461	19.885	0.287			0.348	0.172					36.455	38.458	791.459			0.426	0.419	0.234	1.105	0.313	0.502	0.316	1.003	0.743		13.832	16.464					0.885
S65WH	15		UXCK		07/07/2017 10:27	239.159	18.868	39.665	0.505	36.16	0.493	11.286	0.409	0.497	0.546			0.511		72.055	0.448	58.2	0.453	20.535	0.27			0.339	0.173			25.052	17.505	36.284	38.174				0.417	0.411	0.238	1.1	0.296	0.495	0.316	0.997	0.716		13.844	16.486					
S65WH	17		UXCK		07/07/2017 10:34	232.456	18.914	39.73	0.501	35.175	0.493	12.118	0.392	0.498	0.552			0.52		71.06	0.453	55.275	0.463	19.88	0.279			0.351	0.168			25.181	17.428	36.281	38.403				0.424	0.415	0.235	1.102	0.308	0.5	0.317	1.003	0.731		13.81	16.453					
S65WH	25		UXCK		07/07/2017 10:40	220.725	19.076	38.435	0.503	35.045	0.501	10.416	0.408	0.495	0.553			0.521		69.265	0.457	55.405	0.455	19.54	0.28			0.344	0.152			25.169	17.349	36.195	38.129				0.427	0.416	0.235	1.097	0.305	0.5	0.315	0.994	0.727		13.85	16.517					
S65WN	12		UXAN		14/07/2017 03:32	225.718	18.406	33.56	0.513	31.5	0.495	9.262	0.446	0.508	0.563	35.728	0.457	0.525	36.678	57.425	0.491	45.035	0.496	18.495	0.31			0.366	0.209	1.751	0.578	24.527	17.017	34.278	37.242	769.326			0.435	0.427	0.224	1.075	0.328	0.513	0.317	1.002	0.773		13.487	16.006					
S65WN	13		UXAN		14/07/2017 03:53	214.245	18.026	34.82	0.505	31.845	0.503	9.729	0.429	0.511	0.566	35.71	0.45	0.521	36.637	58.47	0.487	45.465	0.501	17.459	0.329			0.374	0.212	1.802	0.58	24.745	17.04	34.641	37.431	770.659			0.446	0.432	0.224	1.085	0.344	0.511	0.319	1.007	0.783		13.459	15.962					
S65WR	2		UXIL		21/07/2017 05:33	217.323	19.12	38.515	0.51	35.85	0.495	9.174	0.454	0.52	0.566	37.287		0.503	38.633		0.487	51.445	0.487	16.693	0.354			0.313	0.155			23.695	17.979	34.679	37.254				0.4	0.421	0.244	1.143	0.282	0.498	0.315	1.037	0.682		12.653	15.341	0.249		0.081		
S65WR	5		UXIL		21/07/2017 05:46	199.476	20.324	39.05	0.492	34.505	0.486	8.916	0.455	0.52	0.572	37.133		0.5	37.917		0.498	50.98	0.487	16.398	0.36			0.318	0.166			24.26	17.988	35.241	37.919				0.398	0.424	0.247	1.159	0.305	0.504	0.326	1.07	0.71		12.616	15.042	0.261		0.1		
S65WR	8		UXIL		21/07/2017 05:58	190.479	21.366	40.845	0.495	36.095	0.477	9.911	0.449	0.498	0.559	36.76		0.507	38.33		0.489	54.255	0.472	16.932	0.347			0.296	0.155			24.231	18.067	35.607	38.107				0.4	0.415	0.248	1.165	0.288	0.507	0.324	1.054	0.686		12.655	15.369	0.243		0.077		
S65WR	14		UXIL		21/07/2017 06:17	199.219	20.758	39.4	0.506	35.715	0.494	9.807	0.453	0.505	0.557	37.014		0.512	38.448		0.475	53.83	0.48	16.28	0.365			0.305	0.151			23.913	17.666	35.139	37.641				0.391	0.415	0.249	1.157	0.29	0.511	0.328	1.059	0.68		12.626	15.083	0.235		0.072		
S65WR	16		UXIL		21/07/2017 06:25	205.455	21.618	41.275	0.494	37.22	0.485	9.282	0.473	0.503	0.561	37.343		0.511	38.207		0.474	56.14	0.469	17.371	0.344			0.299	0.142			23.993	17.369	35.345	37.613				0.389	0.421	0.248	1.156	0.289	0.515	0.328	1.057	0.682		12.641	15.094	0.239		0.065		
S65WZ	3		UX39		27/06/2017 08:43									0.521	0.573	36.015		0.506	37.087									0.374	0.16	2.329	0.537	23.95	16.313	33.147	36.059				0.449	0.45	0.217	1.038	0.286	0.52	0.309	0.966	0.733	1.552	13.58	16.2					
S65WZ	5		UX39		27/06/2017 08:47									0.525	0.576	36.043		0.506	37.139									0.383	0.178	2.135	0.562	24.26	16.731	33.944	36.661				0.449	0.453	0.22	1.059	0.31	0.518	0.312	0.981	0.759	1.448	13.559	16.178					
S65WZ	7		UX39		27/06/2017 09:08									0.513	0.564	35.341	0.439	0.505	36.628									0.361	0.146	2.522	0.521	23.791	16.292	34.153	36.761	742.259			0.432	0.446	0.23	1.068	0.278	0.521	0.318	0.985	0.706		13.544	16.166					0.815
S65WZ	13		UX39		27/06/2017 16:19									0.524	0.573	35.744	0.441	0.509	36.8115									0.3695	0.189	1.912	0.5485	24.016	16.547	34.195	36.706	743.059			0.436	0.45	0.228	1.066	0.3025	0.526	0.315	0.98	0.742	1.444	13.623	16.2165					0.82
S65WZ	14		UX39		27/06/2017 16:24									0.521	0.572	35.991		0.512	37.167									0.376	0.167	2.213	0.535	23.051	15.954	32.721	35.76				0.441	0.449	0.221	1.03	0.294	0.524	0.309	0.96	0.736	1.533	13.569	16.23					
S65WZ	17		UX39		27/06/2017 16:28									0.518	0.563	36.166		0.517	37.385									0.334	0.153	2.172	0.492	23.59	16.86	34.456	36.973				0.412	0.436	0.236	1.079	0.285	0.514	0.314	0.987	0.695	1.458	13.547	16.243					
S660U	6		UXCK		22/07/2017 03:23	242.965	16.906	36.13	0.52	30.855	0.527	11.976	0.387	0.52	0.561			0.509		63.95	0.473	49.955	0.483	20.318	0.28			0.38	0.161			24.618	17.529	34.644	37.036				0.456	0.429	0.223	1.058	0.3	0.499	0.304	0.973	0.749		13.845	16.454					
S660U	13		UXCK		22/07/2017 03:43	233.365	15.512	35.615	0.524	33.04	0.507	11.796	0.386	0.507	0.556	35.941	0.441	0.505	37.189	65.33	0.475	51.19	0.485	19.729	0.273			0.379	0.173					34.789	37.134	792.392			0.447	0.421	0.224	1.066	0.303	0.493	0.305	0.975	0.749		13.8	16.476					0.895
S660U	15		UXCK		22/07/2017 03:48	227.31	18.3	36.15	0.515	34.08	0.501	11.319	0.385	0.507	0.555			0.506		67.875	0.458	51.01	0.477	20.374	0.266			0.369	0.181			25.165	17.74	35.276	37.327				0.437	0.417	0.225	1.075	0.298	0.49	0.305	0.981	0.739		13.825	16.464					
S660U	17		UXCK		22/07/2017 03:55	217.992	17.89	36.41	0.516	31.95	0.511	11.568	0.392	0.51	0.557			0.513		66.445	0.467	52.175	0.474	19.923	0.285			0.369	0.163			24.682	17.333	34.759	36.867				0.445	0.424	0.223	1.062	0.294	0.495	0.303	0.971	0.747		13.881	16.467					
S660U	23		UXCK		22/07/2017 04:03	223.255	17.772	36.835	0.507	32.315	0.507	11.122	0.391	0.505	0.559			0.505		65.385	0.469	50.77	0.478	20.542	0.266			0.367	0.168			24.57	17.201	34.489	36.773				0.443	0.426	0.221	1.055	0.296	0.492	0.305	0.972	0.738		13.834	16.408					
S660U	25		UXCK		22/07/2017 04:08	220.357	17.242	37.695	0.512	33.15	0.498	11.483	0.385	0.512	0.556			0.509		67.28	0.466	54.07	0.463	19.892	0.286			0.358	0.179			25.525	17.635	35.7	37.479				0.436	0.422	0.227	1.087	0.306	0.492	0.307	0.983	0.745		13.834	16.508					
S660V	7		UXSN		25/07/2017 06:27	220.961	17.334	33.965	0.526	30.455	0.513	11.238	0.419	0.517	0.57	35.431		0.5	36.691							0.544	0.404	0.36	0.203			25.277	17.972	35.629	38.739				0.432	0.438	0.231	1.111	0.322	0.511	0.321	1.029			13.436	16.083					
S660V	11		UXSN		25/07/2017 06:34	229.038	17.674	33.9	0.519	31.805	0.508	11.057	0.421	0.518	0.562	35.51		0.514	36.821							0.538	0.411	0.349	0.213			25.31	18.278	35.748	39.093				0.423	0.435	0.232	1.115	0.334	0.511	0.322	1.038			13.42	16.068					
S660V	14		UXSN		25/07/2017 06:42	220.145	16.846	35.665	0.514	32.815	0.509	10.374	0.43	0.517	0.573	35.481		0.503	36.747							0.54	0.418	0.351	0.211			25.497	17.916	36.147	39.216				0.431	0.443	0.234	1.123	0.341	0.516	0.327	1.037			13.462	16.112					
S660V	17		UXSN		25/07/2017 06:49	222.448	17.06	34.13	0.524	29.935	0.515	11.493	0.409	0.523	0.574	35.645		0.509	36.911							0.538	0.412	0.354	0.2			25.003	17.397	35.437	38.71				0.43	0.438	0.233	1.108	0.33	0.516	0.328	1.031			13.381	16.019					
S660V	19		UXSN		25/07/2017 06:57	232.067	17.874	34.82	0.514	31.235	0.507	11.166	0.405	0.51	0.559	35.615		0.51	37.034							0.533	0.402	0.344	0.199			25.129	18.536	35.356	38.805				0.43	0.424	0.23	1.11	0.326	0.505	0.317	1.034			13.378	16.018					
S660Y	4		UXIL		25/07/2017 22:43	204.952	22.602	46.035	0.471	41.115	0.47	9.75	0.451	0.503	0.556	37.263		0.507	38.466		0.454	58.25	0.456	18.873	0.357			0.306	0.17			24.389	18.772	35.571	37.475				0.388	0.414	0.252	1.176	0.293	0.503	0.314	1.051	0.689		12.625	15.228	0.235		0.106		
S660Y	7		UXIL		25/07/2017 22:48	200.542	22.426	43.09	0.481	39.46	0.464	9.913	0.46	0.5	0.553	36.788		0.508	37.879		0.463	55.22	0.465	17.649	0.353			0.301	0.148			24.177	18.51	35.373	37.943				0.382	0.412	0.247	1.162	0.293	0.507	0.319	1.063	0.679		12.658	15.208	0.238		0.104		
S660Y	12		UXIL		25/07/2017 22:53	181.437	21.736	42.255	0.484	38.11	0.465	9.771	0.439	0.508	0.563	37.09		0.501	38.039		0.468	55.81	0.457	18.302	0.354			0.3	0.172			23.987	17.765	35.142	37.365				0.39	0.423	0.243	1.147	0.294	0.517	0.322	1.048	0.684		12.722	15.252	0.238		0.088		
S660Y	14		UXIL		25/07/2017 22:58	183.257	22.646	44.455	0.476	39.73	0.459	9.749	0.44	0.494	0.561	36.913		0.501	37.961		0.467	54.89	0.456	17.362	0.356			0.295	0.16			24.187	18.157	35.393	38.207				0.379	0.412	0.248	1.159	0.301	0.513	0.325	1.063	0.676		12.685	15.283	0.225		0.098		
S660Y	23		UXIL		25/07/2017 23:03	169.778	22.996	42.245	0.484	39.25	0.453	9.717	0.466	0.508	0.567	37.047		0.498	37.88		0.458	54.28	0.471	16.643	0.366			0.295	0.177			24.528	17.998	35.868	38.54				0.395	0.421	0.247	1.176	0.306	0.515	0.331	1.069	0.704		12.7	15.224	0.245		0.119		
S660Z	6		UXIL		25/07/2017 07:50	193.162	22.144	43.885	0.467	37.795	0.471	9.573	0.446	0.513	0.557	36.918		0.511	37.58		0.474	53.84	0.476	15.34	0.379			0.302	0.182			24.539	19.052	36.028	38.412				0.393	0.418	0.25	1.184	0.312	0.512	0.32	1.078	0.707		12.526	15.033	0.237		0.127		
S660Z	15		UXIL		25/07/2017 07:55	182.06	21.216	43.785	0.483	38.3	0.478	8.649	0.477	0.492	0.552	37.227		0.51	37.973		0.479	56.64	0.465	16.953	0.355			0.296	0.174			24.747	19.098	36.169	38.653				0.383	0.417	0.253	1.184	0.309	0.509	0.32	1.069	0.692		12.62	15.287	0.224		0.1		
S660Z	18		UXIL		25/07/2017 08:00	180.846	23.25	44.385	0.48	37.96	0.48	8.589	0.475	0.502	0.548	37.07		0.515	38.021		0.472	59.46	0.447	16.628	0.377			0.286	0.196			24.751	19.201	35.839	38.295				0.378	0.408	0.249	1.181	0.32	0.515	0.319	1.077	0.706		12.519	15.067	0.233		0.12		
S660Z	24		UXIL		25/07/2017 08:05	181.932	23.216	43.265	0.471	38.075	0.474	8.293	0.464	0.507	0.558	37.6		0.513	38.481		0.463	56.87	0.454	16.399	0.369			0.295	0.174			24.398	18.815	35.878	38.188				0.379	0.415	0.251	1.175	0.318	0.507	0.317	1.06	0.693		12.6	15.282	0.231		0.105		
S660Z	25		UXIL		25/07/2017 08:10	164.901	22.666	43.445	0.481	39.09	0.475	10.029	0.444	0.495	0.557	36.876		0.511	37.65		0.462	56.96	0.462	16.752	0.368			0.293	0.154			23.474	17.985	35.097	37.404				0.384	0.418	0.256	1.158	0.309	0.512	0.32	1.056	0.693		12.597	15.033	0.232		0.093		
S6635	4	UXU6		26/07/2017 14:28										0.525	0.556	36.252		0.536	40.634							0.496	0.374																						13.424	16.239					
S6636	13	UXU6		23/07/2017 12:21										0.52	0.556	35.81	0.469	0.543	40.191							0.499	0.406					24.627	19.431																13.436	16.246					
S6636	14	UXU6		23/07/2017 12:46										0.505	0.548	35.24		0.546	39.364							0.492	0.424																						13.416	16.257					
S6655	3		UXSN		25/07/2017 18:57	221.844	19.112	37.12	0.516	32.83	0.511	11.375	0.399	0.519	0.566	35.672		0.505	36.713							0.539	0.419	0.361	0.205			24.577	17.618	35.672	38.541				0.43	0.438	0.238	1.112	0.334	0.517	0.323	1.024			13.441	16.068					
S6655	16		UXSN		25/07/2017 19:05	219	20.526	39.38	0.5	35.18	0.496	11.593	0.408	0.503	0.553	35.761		0.516	37.155							0.519	0.41	0.33	0.2			24.701	18.141	35.683	38.4				0.403	0.418	0.239	1.116	0.327	0.513	0.314	1.022			13.407	16.064					
S6655	19		UXSN		25/07/2017 19:12	210.33	19.228	37.17	0.507	32.055	0.515	11.421	0.417	0.519	0.569	36.057		0.502	37.228							0.538	0.406	0.351	0.193			24.233	17.16	34.97	37.682				0.429	0.444	0.235	1.096	0.309	0.512	0.319	1.007			13.423	16.056					
S6655	24		UXSN		25/07/2017 19:19	223.072	19.79	37.475	0.508	33.685	0.495	11.366	0.413	0.503	0.559	35.504		0.498	36.531							0.522	0.394	0.337	0.21			24.386	17.324	35.393	38.259				0.403	0.429	0.237	1.107	0.318	0.514	0.323	1.02			13.408	16.071					
S6655	25		UXSN		25/07/2017 19:27	234.661	18.456	36.915	0.511	32.655	0.506	11.063	0.42	0.496	0.551	35.854		0.514	36.954							0.522	0.405	0.34	0.197			24.533	18.034	35.089	37.991				0.409	0.425	0.232	1.093	0.32	0.513	0.312	1.01			13.526	16.145					
S6667	6	UXU6		24/07/2017 13:27										0.52	0.548	35.576	0.454	0.529	39.883																																				
S6667	11	UXU6		24/07/2017 13:33										0.517	0.55	35.51	0.459	0.534	39.809																																				
S6667	12	UXU6		24/07/2017 13:40										0.521	0.554	35.732	0.462	0.542	40.334																																				
S6667	13	UXU6		24/07/2017 15:02										0.522	0.554	35.614	0.457	0.536	40.056							0.489	0.37					24.913	19.457																13.379	16.404					
S6667	17	UXU6		24/07/2017 15:09										0.519	0.552	35.527	0.457	0.533	39.892																																				
S6667	18	UXU6		24/07/2017 15:35										0.519	0.55	35.461		0.534	39.983							0.478	0.363																						13.405	16.41					
S6668	6	UXU6		17/07/2017 18:35										0.506	0.547	35.553	0.461	0.533	39.876													24.454	19.154																13.4	16.179					
S6668	11	UXU6		17/07/2017 18:42										0.504	0.548	35.587	0.454	0.527	40.105													25.027	18.812																13.379	16.271					
S6668	12	UXU6		17/07/2017 18:49										0.52	0.562	36.196	0.455	0.534	40.758													23.967	17.885																13.375	16.23					
S6668	13	UXU6		17/07/2017 16:53										0.517	0.557	35.895	0.454	0.531	40.109							0.47	0.381					23.947	18.498																13.342	16.248					
S6668	17	UXU6		17/07/2017 18:56										0.515	0.554	35.656	0.458	0.528	40.001													24.716	18.61																13.417	16.231					
S6668	24	UXU6		17/07/2017 17:19										0.523	0.558	36.062		0.534	40.222							0.484	0.392																						13.454	16.276					
S669P	12		UXAN		16/07/2017 01:29	199.146	17.904	36.275	0.501	33.425	0.487	8.776	0.439	0.504	0.559	35.59	0.439	0.506	37.099	60.92	0.474	48.6	0.481	17.542	0.307			0.349	0.177	1.967	0.533	23.927	16.25	34.062	36.59	768.526			0.415	0.431	0.229	1.068	0.305	0.509	0.317	0.981	0.727		13.482	16.161					
S669P	13		UXAN		16/07/2017 01:49	208.564	17.992	36.42	0.5	32.2	0.494	9.086	0.434	0.503	0.56	35.642	0.443	0.507	37.237	58.975	0.482	46.635	0.485	16.662	0.338			0.347	0.209	1.676	0.558	24.081	16.668	34.118	36.471	765.459			0.416	0.428	0.227	1.071	0.332	0.512	0.311	0.976	0.748		13.457	16.174					
S66AH	6	UXU6		24/07/2017 07:53										0.515	0.554	35.364	0.45	0.525	39.604																																				
S66AH	11	UXU6		24/07/2017 07:59										0.516	0.552	35.346	0.448	0.522	39.58																																				
S66AH	12	UXU6		24/07/2017 08:05										0.524	0.56	35.371	0.454	0.53	39.929																																				
S66AH	13	UXU6		24/07/2017 09:27										0.525	0.565	35.973	0.452	0.533	40.099							0.508	0.39					24.891	19.207																13.459	16.454					
S66AH	14	UXU6		24/07/2017 09:51										0.526	0.563	35.709		0.537	40.257							0.492	0.388																						13.44	16.374					
S66AH	17	UXU6		24/07/2017 09:59										0.516	0.55	35.379	0.449	0.523	39.604																																				
S66B4	8		UXSN		26/07/2017 14:49	233.429	16.16	33.455	0.516	29.145	0.52	9.693	0.422	0.519	0.567	35.763		0.503	37.024							0.548	0.427	0.361	0.198			23.672	16.789	33.745	36.65				0.43	0.438	0.226	1.06	0.324	0.511	0.312	0.984			13.475	16.093					
S66BY	13	UXU6		23/07/2017 06:02										0.522	0.554	35.977	0.465	0.54	40.504							0.472	0.399					24.561	19.126																13.352	16.175					
S66BY	15	UXU6		23/07/2017 06:27										0.503	0.542	36.04		0.539	40.582							0.462	0.389																						13.333	16.318					
S66DF	2		UXSN		25/07/2017 05:51	213.711	16.384	33.15	0.519	31.78	0.497	10.204	0.419	0.512	0.56	35.422		0.488	36.748							0.532	0.417	0.346	0.21			25.493	17.869	35.83	38.984				0.426	0.437	0.229	1.117	0.338	0.498	0.325	1.031			13.42	16.165					
S66DF	6		UXSN		25/07/2017 05:59	204.132	17.344	36.855	0.51	32.96	0.493	10.632	0.409	0.513	0.563	35.363		0.497	36.815							0.525	0.411	0.352	0.188			24.358	17.123	34.579	37.514				0.42	0.429	0.23	1.09	0.311	0.498	0.317	1.001			13.36	16.137					
S66DF	7		UXSN		25/07/2017 06:06	231.068	17.328	36.28	0.51	31.42	0.506	10.053	0.445	0.517	0.568	35.569		0.499	36.85							0.537	0.408	0.363	0.207			24.997	17.453	35.475	38.612				0.432	0.437	0.231	1.109	0.325	0.502	0.323	1.024			13.407	16.131					
S66DF	15		UXSN		25/07/2017 06:13	203.896	16.134	31.55	0.531	29.255	0.522	10.032	0.408	0.524	0.569	36.023		0.495	37.405							0.542	0.406	0.362	0.204			25.062	17.844	35.37	38.692				0.434	0.439	0.229	1.106	0.315	0.491	0.322	1.028			13.447	16.131					
