LOTID5	WAFER_ID	PROCESS_ID_LX562150_PROCESS_ID_MAX	PROCESS_ID_ZA522600_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	ET_TIME_ZA522600_TKOUT_TIME_MAX	ET_D120_M1_1b_lat_100BCR_VALUE_MEDIAN	ET_D120_M1_1b_lat_100IRD_L_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_EGN_2/0.15_Vtsat_VALUE_MEDIAN	ET_EGN_2/2_Vtlin_VALUE_MEDIAN	ET_EGN_Tox_inv_VALUE_MEDIAN	ET_EGP_2/0.45_Vtsat_VALUE_MEDIAN	ET_EGP_2/2_Vtlin_VALUE_MEDIAN	ET_EGP_Tox_inv_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_HVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_HVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_LVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVT_Vt_np_ratio_VALUE_MEDIAN	ET_LVT_Vt_sum_VALUE_MEDIAN	ET_Leff_N_VALUE_MEDIAN	ET_Leff_P_VALUE_MEDIAN	ET_Lpoly_RVTN_VALUE_MEDIAN	ET_Lpoly_RVTP_VALUE_MEDIAN	ET_NW_Res_10x30_VALUE_MEDIAN	ET_OP_NRX_Res_10X30_VALUE_MEDIAN	ET_OP_PPC_Res_10X30_VALUE_MEDIAN	ET_RVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_RVTN_1/1_Vtlin_VALUE_MEDIAN	ET_RVTN_Cov_VALUE_MEDIAN	ET_RVTN_Covdd_VALUE_MEDIAN	ET_RVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_RVTP_1/1_Vtlin_VALUE_MEDIAN	ET_RVTP_Cov_VALUE_MEDIAN	ET_RVTP_Covdd_VALUE_MEDIAN	ET_RVT_Vt_Sum_VALUE_MEDIAN	ET_RVT_vt_NP_ratio_VALUE_MEDIAN	ET_SGN_Tox_inv_VALUE_MEDIAN	ET_SGP_Tox_inv_VALUE_MEDIAN	ET_SLVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_SLVTN_1/1_Vtlin_VALUE_MEDIAN	ET_SLVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_SLVTP_1/1_Vtlin_VALUE_MEDIAN	ET_VPNP_Beta_VALUE_MEDIAN
S64C8	17		UXIL		09/07/2017 03:58	190.414	24.328	46.425	0.462	40.135	0.473	11.183	0.415	0.486	0.558	36.377		0.503	37.584		0.475	57.59	0.473	18.283	0.34			0.289	0.143			23.696	18.075	36.216	38.211				0.365	0.417	0.262	1.175	0.28	0.509	0.325	1.061	0.645		12.742	15.223	0.236		0.076		
S64C8	19		UXIL		09/07/2017 04:03	194.439	23.178	46.72	0.46	39.66	0.466	10.666	0.442	0.492	0.559	36.737		0.506	37.949		0.462	59.58	0.465	18.909	0.33			0.285	0.138			23.557	17.65	35.887	38.003				0.366	0.414	0.26	1.168	0.293	0.515	0.329	1.065	0.666		12.745	15.133	0.24		0.1		
S64C8	22		UXIL		09/07/2017 04:07	189.568	25.578	46.005	0.471	41.36	0.462	9.899	0.458	0.487	0.554	36.611		0.502	37.821		0.471	59.525	0.455	19.547	0.356			0.288	0.147			23.904	18.287	36.489	38.625				0.375	0.42	0.265	1.19	0.302	0.507	0.331	1.077	0.669		12.689	15.184	0.239		0.098		
S64P3	2		UXCK		06/07/2017 22:22	223.302	17.21	33.245	0.523	29.93	0.519	11.338	0.364	0.512	0.559			0.494		62.45	0.476	50.2	0.474	20.972	0.235			0.36	0.139			23.83	16.322	34.091	36.87				0.44	0.424	0.226	1.047	0.273	0.498	0.315	0.974	0.714		13.781	16.391					
S64P3	3		UXCK		06/07/2017 22:29	232.269	16.4	34.58	0.533	30.355	0.523	10.919	0.411	0.513	0.56			0.5		67.07	0.47	51.165	0.476	19.691	0.266			0.366	0.176			23.725	17.021	34.331	36.842				0.445	0.429	0.229	1.054	0.3	0.491	0.308	0.972	0.737		13.79	16.425					
S64P3	9		UXCK		06/07/2017 22:49			35.335	0.52	30.6	0.514	11.119	0.395	0.511	0.554	35.545		0.519	37.168	65.585	0.463	51.395	0.473	20.966	0.263			0.369	0.162					7.762	9.333				0.444	0.422			0.285	0.495					13.723	16.337					
S64P3	12		UXCK		06/07/2017 22:56	246.573	16.2	34.655	0.524	31.585	0.52	11.002	0.378	0.511	0.563			0.513		64.935	0.47	49.245	0.478	20.03	0.283			0.362	0.163			24.061	16.396	34.087	36.909				0.436	0.43	0.227	1.051	0.28	0.505	0.314	0.975	0.726		13.746	16.402					
S64P3	13		UXCK		06/07/2017 23:15	230.29	17.848	35.07	0.519	31.28	0.516	10.118	0.407	0.507	0.557	35.844	0.439	0.501	37.652	66.895	0.465	51.92	0.474	19.357	0.264			0.356	0.15					34.314	36.829	788.525			0.444	0.423	0.227	1.054	0.288	0.499	0.313	0.971	0.731		13.817	16.449					0.831
S64P3	14		UXCK		06/07/2017 23:36			33.395	0.526	29.59	0.525	9.89	0.41	0.506	0.56	35.785		0.5	37.257	63.44	0.469	47.555	0.492	18.479	0.288			0.376	0.187					7.817	9.382				0.443	0.431			0.317	0.503					13.819	16.423					
S64P3	19		UXCK		06/07/2017 23:42	244.867	15.594	32.56	0.541	29	0.528	10.485	0.396	0.514	0.563			0.504		62.71	0.482	49.725	0.485	18.499	0.301			0.378	0.194			24.375	16.702	34.076	37.119				0.456	0.432	0.221	1.051	0.303	0.505	0.314	0.978	0.758		13.794	16.396					
S64P3	20		UXCK		07/07/2017 00:03			33.545	0.528	32.52	0.504	11.231	0.366	0.504	0.555	35.87		0.513	37.549	68.225	0.463	52.895	0.472	20.993	0.252			0.347	0.142					7.791	9.395				0.44	0.421			0.281	0.49					13.773	16.446					
S64P3	21		UXCK		07/07/2017 00:28	231.779	17.04	35.415	0.5215	31.8625	0.5135	10.8155	0.3925	0.495	0.548	35.485		0.509	37.225	67.795	0.463	52.3975	0.4685	19.344	0.2875			0.36	0.152			23.965	16.868	21.0755	23.161				0.43	0.4225	0.23	1.06	0.285	0.4905	0.31	0.972	0.723		13.772	16.4535					
S64P3	22		UXCK		07/07/2017 00:49			34.61	0.522	31.095	0.504	10.489	0.404	0.511	0.553	35.749		0.514	37.352	68.6	0.457	53.07	0.462	19.375	0.28			0.352	0.183					7.817	9.406				0.431	0.425			0.292	0.492					13.82	16.466					
S64P3	23		UXCK		07/07/2017 01:10			35.12	0.516	30.8	0.513	10.954	0.376	0.502	0.561	36.061		0.507	37.754	63.875	0.463	50.595	0.477	19.495	0.281			0.359	0.16					7.803	9.39				0.431	0.422			0.287	0.504					13.795	16.438					
S64P4	1		UXSN		03/07/2017 04:20	208.292	18.71	38.035	0.501	34.125	0.494	10.693	0.422	0.501	0.557	35.402		0.501	36.711							0.514	0.43	0.335	0.225			24.614	18.068	35.217	38.008				0.406	0.424	0.234	1.101	0.34	0.513	0.314	1.016			13.41	16.047					
S64P4	8		UXSN		03/07/2017 04:29	213.707	17.88	37.64	0.498	32.99	0.494	9.994	0.43	0.497	0.555	35.299		0.5	36.82							0.509	0.421	0.334	0.224			24.413	18.218	34.825	38.113				0.409	0.421	0.232	1.094	0.345	0.513	0.314	1.018			13.381	16.035					
S64P4	12		UXSN		03/07/2017 04:37	200.111	18.898	36.995	0.497	31.23	0.511	10.646	0.428	0.498	0.548	35.219		0.507	36.722							0.51	0.423	0.344	0.228			24.25	18.22	34.78	37.94				0.418	0.421	0.232	1.093	0.343	0.513	0.311	1.012			13.373	16.088					
S64P4	19		UXSN		03/07/2017 04:46	219.637	18.308	37.775	0.496	31.29	0.507	9.831	0.438	0.498	0.55	35.65		0.511	37.127							0.512	0.422	0.336	0.226			24.419	18.18	34.743	37.939				0.411	0.417	0.232	1.095	0.333	0.507	0.313	1.018			13.321	15.981					
S64P4	22		UXSN		03/07/2017 04:55	214.996	18.726	37.86	0.505	33.71	0.488	9.896	0.454	0.488	0.541	34.922		0.508	36.419							0.516	0.425	0.337	0.235			24.612	18.569	35.142	38.149				0.408	0.42	0.234	1.102	0.342	0.511	0.309	1.017			13.369	16.063					
S64P5	12		UXAN		04/07/2017 14:58	213.815	16.968	34.175	0.52	29.89	0.506	9.832	0.431	0.508	0.555	36.151	0.446	0.507	37.33	60.14	0.478	46.79	0.482	17.628	0.339			0.363	0.219	1.696	0.589	23.928	17.131	33.785	35.973	759.992			0.428	0.416	0.224	1.064	0.341	0.509	0.301	0.971	0.771		13.449	16.071					
S64P5	13		UXAN		04/07/2017 15:19	213.689	17.128	33.105	0.523	29.945	0.51	9.145	0.448	0.509	0.56	36.098	0.44	0.5	37.465	61.555	0.48	46.04	0.493	16.256	0.356			0.371	0.232	1.617	0.598	24.135	17.207	34.027	36.043	763.192			0.439	0.416	0.223	1.07	0.356	0.498	0.301	0.973	0.791		13.424	16.044					
S64RY	13	UXU6		07/07/2017 08:56										0.517	0.556	35.507	0.458	0.531	39.714							0.492	0.368					24.486	19.403																13.38	16.225					
S64RY	19	UXU6		07/07/2017 09:22										0.516	0.559	35.762		0.531	39.981							0.496	0.372																						13.372	16.112					
S64RZ	13	UXU6		17/07/2017 03:44										0.52	0.557	35.815	0.462	0.539	40.054							0.519	0.416					24.819	19.593																13.379	16.101					
S64RZ	16	UXU6		17/07/2017 04:09										0.53	0.555	35.939		0.538	40.396							0.515	0.422																						13.4	16.134					
S64V5	3		UXCK		14/07/2017 08:41	244.858	16.502	33.05	0.54	29.95	0.525	10.622	0.396	0.519	0.561			0.501		60.325	0.492	47.615	0.49	19.84	0.279			0.385	0.184			24.845	17.721	34.779	36.997				0.459	0.424	0.221	1.065	0.309	0.491	0.302	0.971	0.755		13.805	16.494					
S64V5	7		UXCK		14/07/2017 08:48	244.972	16.968	35.325	0.526	30.825	0.522	11.786	0.366	0.501	0.554			0.488		64.21	0.47	49.795	0.475	21.511	0.229			0.364	0.125			24.361	16.859	34.617	37.032				0.441	0.425	0.227	1.063	0.266	0.493	0.31	0.972	0.714		13.813	16.48					
S64V5	13		UXCK		14/07/2017 09:06	233.827	16.68	35.77	0.523	31.925	0.51	10.822	0.389	0.502	0.553	35.503	0.434	0.496	36.963	64.8	0.471	51.02	0.478	19.485	0.294			0.366	0.172					34.642	37.098	785.459			0.443	0.422	0.224	1.06	0.288	0.5	0.308	0.975	0.733		13.829	16.479					0.838
S64V5	15		UXCK		14/07/2017 09:14	219.984	17.13	37.005	0.517	32.565	0.507	11.797	0.383	0.499	0.556			0.512		67.52	0.465	51.41	0.48	21.122	0.269			0.36	0.162			24.693	17.578	34.812	36.802				0.437	0.42	0.224	1.063	0.294	0.501	0.3	0.966	0.736		13.837	16.526					
S64V5	16		UXCK		14/07/2017 09:21	235.828	17.894	35.095	0.532	32.12	0.506	10.689	0.378	0.496	0.549			0.508		66.215	0.47	51.45	0.477	20.718	0.271			0.364	0.161			25.099	17.413	35.342	37.536				0.444	0.426	0.227	1.081	0.3	0.503	0.311	0.987	0.742		13.784	16.428					
S64V5	20		UXCK		14/07/2017 09:27	226.635	17.808	36.16	0.521	31.54	0.517	11.558	0.381	0.502	0.56			0.498		65.87	0.467	51.205	0.479	21.284	0.27			0.36	0.155			24.679	17.067	34.94	37.327				0.438	0.422	0.226	1.07	0.271	0.502	0.312	0.98	0.709		13.808	16.496					
S64V6	1		UXSN		15/07/2017 11:47	212.509	19.536	38.57	0.493	33.435	0.497	10.609	0.424	0.498	0.555	35.347		0.503	36.836							0.525	0.38	0.341	0.184			23.816	17.16	34.435	37.628				0.408	0.428	0.234	1.083	0.296	0.506	0.318	1.005			13.352	16.086					
S64V6	5		UXSN		15/07/2017 11:55	215.033	18.36	37.18	0.508	32.71	0.503	10.13	0.443	0.496	0.551	35.358		0.507	36.906							0.524	0.394	0.336	0.193			24.018	17.103	34.554	37.598				0.415	0.419	0.233	1.087	0.305	0.506	0.319	1.003			13.381	16.108					
S64V6	12		UXSN		15/07/2017 12:02	215.645	18.012	34.385	0.527	31.07	0.512	10.026	0.419	0.496	0.552	35.187		0.502	36.846							0.529	0.396	0.346	0.19			23.873	17.199	34.315	37.586				0.422	0.431	0.23	1.075	0.313	0.511	0.316	1			13.47	16.188					
S64V6	13		UXSN		15/07/2017 12:10	232.953	17.84	35.39	0.517	31.025	0.506	10.761	0.429	0.498	0.548	35.233		0.508	36.747							0.529	0.386	0.352	0.196			24.154	17.825	34.495	37.696				0.421	0.429	0.23	1.077	0.314	0.506	0.312	1.003			13.492	16.139					
S64V6	16		UXSN		15/07/2017 12:18	227.791	17.496	34.645	0.515	30.93	0.502	10.283	0.426	0.499	0.548	35.11		0.498	36.606							0.535	0.398	0.357	0.204			24.152	17.595	34.221	36.94				0.428	0.429	0.227	1.08	0.331	0.498	0.307	0.993			13.357	16.024					
S64V7	12		UXAN		05/07/2017 06:55	200.099	18.776	32.58	0.519	31.83	0.502	10.26	0.422	0.511	0.56	35.562	0.446	0.508	36.854	60.27	0.472	46.635	0.486	17.837	0.331			0.365	0.191	1.901	0.563	24.544	17.09	34.564	37.342	764.259			0.438	0.422	0.227	1.088	0.322	0.508	0.318	1.003	0.763		13.386	15.997					
S64V7	13		UXAN		05/07/2017 07:16	190.246	17.618	32.35	0.522	30.26	0.51	9.574	0.439	0.507	0.562	35.555	0.436	0.501	36.897	55.775	0.498	42.975	0.505	16.977	0.329			0.376	0.207	1.894	0.588	24.729	16.917	34.548	37.23	767.859			0.445	0.431	0.225	1.085	0.326	0.502	0.319	1.001	0.773		13.426	16.001					
S64VX	1	UXU6		16/07/2017 23:32										0.532	0.56	35.256		0.522	39.519							0.479	0.417																						13.447	16.298					
S64VX	13	UXU6		17/07/2017 00:55										0.52	0.549	35.202	0.461	0.532	39.656							0.478	0.41					24.634	19.807																13.44	16.263					
S64VY	4	UXU6		17/07/2017 16:24										0.519	0.551	36.069		0.532	40.612							0.499	0.383																						13.496	16.446					
S64VY	13	UXU6		17/07/2017 17:46										0.529	0.558	36	0.453	0.528	40.34							0.492	0.413					24.939	19.629																13.407	16.256					
S64X3	2	UXU6		19/07/2017 09:07										0.519		35.56			40.213							0.484	0.394																						13.324						
S64X3	5	UXU6		19/07/2017 09:33										0.515	0.556	35.569		0.537	40.017							0.488	0.384																						13.389	16.103					
S64X3	13	UXU6		19/07/2017 10:56										0.515	0.561	36.161	0.464	0.542	40.591							0.486	0.393					24.59	18.982																13.34	16.196					
S64X3	20	UXU6		19/07/2017 11:21										0.516		35.713			40.103							0.485	0.395																						13.415						
S64X3	21	UXU6		19/07/2017 11:44										0.514		35.61			40.009							0.495	0.375																						13.348						
S64X5	3	UXU6		12/07/2017 07:56										0.515	0.549	35.556		0.518	40.098							0.476	0.395																						13.32	16.147					
S64X5	6	UXU6		12/07/2017 10:22										0.517	0.559	35.734		0.515	39.984							0.474	0.391																						13.334	16.177					
S64X5	8	UXU6		12/07/2017 10:48										0.506	0.549	35.887		0.525	40.425							0.479	0.385																						13.43	16.229					
S64X5	9	UXU6		12/07/2017 11:13										0.519	0.556	35.408		0.517	39.985							0.481	0.394																						13.324	16.253					
S64X5	13	UXU6		12/07/2017 09:20										0.528	0.568	36.061	0.454	0.52	40.293							0.486	0.383					24.346	19.936																13.385	16.214					
S64X6	1	UXU6		24/07/2017 08:08										0.521		35.662			40.128							0.504	0.405																						13.422						
S64X6	2	UXU6		24/07/2017 08:33										0.524	0.559	35.775		0.533	40.015							0.514	0.394																						13.435	16.316					
S64X6	10	UXU6		24/07/2017 08:58										0.527		35.748			40.142							0.52	0.397																						13.39						
S64X6	13	UXU6		24/07/2017 10:21										0.515	0.551	35.459	0.463	0.536	39.995							0.494	0.395					24.679	19.585																13.327	16.066					
S64X6	21	UXU6		24/07/2017 10:44										0.524		35.827			40.164							0.517	0.394																						13.423						
S64Z9	4		UXSN		09/07/2017 02:43	220.325	18.496	35.735	0.509	32.505	0.492	11.423	0.414	0.522	0.564	36.365		0.502	37.503							0.519	0.412	0.342	0.215			24.5	18.143	35.098	38.526				0.408	0.422	0.233	1.105	0.323	0.504	0.318	1.033			13.323	15.953					
S64Z9	8		UXSN		09/07/2017 02:51	202.682	20.142	38.785	0.492	35.065	0.482	11.714	0.408	0.518	0.564	36.292		0.5	37.38							0.501	0.402	0.329	0.193			24.274	17.671	34.927	38				0.402	0.418	0.238	1.103	0.324	0.504	0.319	1.023			13.27	15.881					
S64Z9	20		UXSN		09/07/2017 02:58	215.163	19.13	37.135	0.501	34.41	0.488	10.449	0.433	0.509	0.56	35.623		0.498	37.003							0.509	0.411	0.34	0.197			24.375	17.491	35.178	38.246				0.412	0.431	0.235	1.103	0.313	0.507	0.323	1.027			13.394	15.973					
S64Z9	24		UXSN		09/07/2017 03:06	228.287	18.728	39.575	0.492	33.5	0.498	11.159	0.409	0.508	0.555	35.672		0.507	37.06							0.512	0.413	0.338	0.203			24.682	17.825	35.568	38.536				0.408	0.427	0.238	1.112	0.329	0.51	0.322	1.032			13.391	15.974					
S64Z9	25		UXSN		09/07/2017 03:14	219.924	18.972	35.22	0.505	32.3	0.498	10.929	0.411	0.524	0.573	36.358		0.5	37.492							0.527	0.412	0.342	0.211			24.189	17.662	34.781	38.295				0.408	0.429	0.232	1.092	0.318	0.509	0.321	1.026			13.414	15.965					
S64ZA	7		UXAN		14/07/2017 10:55	203.235	16.502	31.22	0.525	28.535	0.511	9.221	0.431	0.525	0.575			0.514		53.805	0.498	44.035	0.498	15.581	0.362			0.371	0.258	1.438	0.633	24.724	17.22	34.182	36.782				0.446	0.431	0.219	1.067	0.368	0.521	0.31	0.987	0.802		13.556	16.073					
S64ZA	9		UXAN		14/07/2017 05:35	219.253	13.914	28.93	0.537	26.115	0.528	8.821	0.451	0.527	0.575			0.516		49.395	0.524	38.46	0.526	15.625	0.348			0.407	0.26	1.568	0.657	24.32	16.619	33.625	36.556				0.464	0.443	0.216	1.048	0.373	0.531	0.311	0.978	0.843		13.613	16.16					
S64ZA	12		UXAN		04/07/2017 12:01	208.245	17.134	35.005	0.509	30.63	0.502	10.258	0.417	0.503	0.558	35.319	0.437	0.501	36.476	58.585	0.49	44.49	0.487	17.878	0.336			0.365	0.2	1.805	0.573	24.321	17.109	34.003	37.015	780.392			0.433	0.423	0.221	1.065	0.322	0.505	0.311	0.987	0.761		13.5	16.165					
S64ZA	13		UXAN		04/07/2017 12:22	218.923	17.502	34.665	0.518	29.905	0.504	9.729	0.409	0.505	0.561	35.325	0.438	0.5	36.835	58.37	0.49	46.525	0.492	17.653	0.335			0.379	0.192	1.955	0.568	23.873	16.723	33.527	36.628	776.392			0.437	0.429	0.221	1.052	0.311	0.504	0.312	0.983	0.761		13.533	16.135					
S6518	8	UXU6		17/07/2017 16:57										0.517	0.554	35.739		0.548	40.229							0.492	0.398																						13.377	16.105					
S6518	9	UXU6		17/07/2017 17:22										0.515		35.215			39.765							0.491	0.391																						13.326						
S6518	13	UXU6		17/07/2017 18:46										0.511	0.553	35.612	0.471	0.55	40.142							0.49	0.393					25.805	20.052																13.365	16.111					
S6518	15	UXU6		17/07/2017 19:11										0.518		35.62			40.106							0.489	0.37																						13.385						
S6518	20	UXU6		17/07/2017 19:35										0.517		35.618			40.283							0.494	0.395																						13.359						
S6519	1	UXU6		17/07/2017 21:50										0.519		35.696			39.986							0.493	0.393																						13.39						
S6519	3	UXU6		17/07/2017 22:14										0.523		36.418			40.757							0.495	0.408																						13.462						
S6519	5	UXU6		17/07/2017 22:39										0.529		36.355			40.887							0.491	0.408																						13.432						
S6519	13	UXU6		18/07/2017 00:02										0.507	0.56	35.822	0.463	0.537	40.313							0.482	0.376					24.613	18.927																13.412	16.16					
S6519	14	UXU6		18/07/2017 00:27										0.509	0.552	35.574		0.549	40.165							0.48	0.399																						13.322	16.073					
S651A	2	UXU6		20/07/2017 04:24										0.511		35.505			40.037							0.479	0.362																						13.421						
S651A	3	UXU6		20/07/2017 04:50										0.51	0.553	35.817		0.535	40.214							0.489	0.375																						13.446	16.418					
S651A	13	UXU6		20/07/2017 06:13										0.513	0.555	36.007	0.468	0.547	40.458							0.479	0.383					23.896	18.298																13.375	16.219					
S651A	18	UXU6		20/07/2017 06:37										0.515		35.717			40.062							0.492	0.377																						13.445						
S651A	19	UXU6		20/07/2017 07:01										0.514		36.213			40.551							0.482	0.375																						13.409						
S651B	8	UXU6		17/07/2017 03:52																						0.478	0.393																												
S651B	13	UXU6		17/07/2017 05:14										0.512	0.555	35.637	0.468	0.549	40.123							0.473	0.383					24.218	19.14																13.352	16.199					
S651B	19	UXU6		17/07/2017 05:40										0.52	0.561	36.103		0.542	40.631							0.483	0.369																						13.386	16.206					
S653D	5		UXCK		27/06/2017 06:50	226.715	16.824	34.44	0.524	29.725	0.507	10.793	0.396	0.505	0.552			0.511		64.045	0.472	48.95	0.489	19.057	0.315			0.373	0.212			24.533	18.174	34.696	37.558				0.447	0.424	0.225	1.066	0.326	0.507	0.303	0.988	0.767		13.739	16.393					
S653D	6		UXCK		27/06/2017 06:57	238.745	17.568	35.835	0.505	31.8	0.506	10.776	0.387	0.512	0.56			0.499		66.555	0.469	49.305	0.484	20.278	0.293			0.371	0.19			24.94	18.044	35.397	37.841				0.446	0.426	0.227	1.082	0.321	0.489	0.305	0.988	0.767		13.748	16.51					
S653D	10		UXCK		27/06/2017 07:02	238.621	16.378	34.235	0.529	31.2	0.518	10.069	0.408	0.526	0.563			0.499		62.57	0.478	48.53	0.487	19.417	0.311			0.38	0.207			25.428	17.894	35.569	38.161				0.453	0.43	0.224	1.09	0.328	0.504	0.311	0.997	0.785		13.741	16.445					
S653D	13		UXCK		27/06/2017 07:21	227.299	17.504	34.985	0.517	30.87	0.506	11.191	0.393	0.517	0.573	36.629	0.446	0.508	38.097	66.46	0.46	53.325	0.46	18.932	0.313			0.367	0.216					35.438	38.037	786.259			0.437	0.421	0.225	1.085	0.329	0.51	0.308	0.998	0.767		13.754	16.403					0.851
S653D	21		UXCK		27/06/2017 07:28	242.709	17.428	34.53	0.531	31	0.519	11.169	0.397	0.511	0.56			0.508		62.825	0.474	48.865	0.493	19.647	0.302			0.377	0.222			24.621	17.819	34.822	37.058				0.441	0.433	0.225	1.064	0.327	0.504	0.303	0.98	0.777		13.815	16.359					
S653D	22		UXCK		27/06/2017 07:34	224.699	18.558	34.7	0.516	32.275	0.505	11.587	0.387	0.511	0.565			0.506		65.145	0.473	49.82	0.472	19.026	0.313			0.365	0.209			25.096	17.825	35.693	38.099				0.439	0.433	0.229	1.092	0.322	0.508	0.311	0.996	0.766		13.745	16.495					
S653G	12		UXAN		05/07/2017 00:33	226.778	15.69	32.605	0.52	28.815	0.506	10.207	0.422	0.515	0.559	36.495	0.455	0.518	37.819	57.805	0.491	45.45	0.496	16.575	0.344			0.377	0.22	1.721	0.594	24.697	17.603	34.433	36.746	775.592			0.447	0.426	0.223	1.076	0.341	0.509	0.306	0.99	0.783		13.505	16.004					
S653G	13		UXAN		05/07/2017 00:54	212.988	17.076	35.05	0.508	30.31	0.504	9.774	0.433	0.503	0.546	35.665	0.447	0.507	37.241	58.575	0.484	46.51	0.491	17.364	0.346			0.371	0.221	1.656	0.587	24.499	17.748	34.379	36.816	773.192			0.43	0.42	0.226	1.079	0.336	0.5	0.307	0.995	0.766		13.435	15.947					
S6548	2	UXU6		22/07/2017 21:53										0.542	0.57	36.313	0.46	0.539	40.367							0.509	0.4					24.893	19.03																13.387	16.277					
S6548	9	UXU6		22/07/2017 20:18										0.535	0.566	36.236		0.535	40.455							0.499	0.373																						13.406	16.295					
S6548	13	UXU6		22/07/2017 21:42										0.525	0.56	36.019	0.465	0.544	40.338							0.512	0.401					24.69	18.87																13.409	16.307					
S6549	2	UXU6		19/07/2017 22:39										0.537	0.579	36.603		0.532	41.145							0.501	0.387																						13.386	16.115					
S6549	6	UXU6		19/07/2017 23:04										0.518		36.24			40.783							0.496	0.391																						13.396						
S6549	12	UXU6		19/07/2017 23:28										0.523		36.121			40.76							0.497	0.397																						13.381						
S6549	13	UXU6		20/07/2017 00:52										0.528	0.562	35.971	0.455	0.529	40.06							0.49	0.412					24.253	18.937																13.414	16.253					
S655U	13	UXU6		26/07/2017 03:58										0.531	0.563	35.874	0.462	0.536	40.092							0.499	0.428					25.056	19.375																13.352	16.132					
S655U	14	UXU6		26/07/2017 04:23										0.531	0.565	35.775		0.538	40.117							0.504	0.421																						13.335	16.11					
S6575	4		UXSN		14/07/2017 05:51	237.209	17.076	34.92	0.516	30.915	0.505	10.771	0.393	0.504	0.571	35.303		0.509	36.763							0.522	0.386	0.347	0.167			24.296	16.996	34.919	37.481				0.42	0.431	0.232	1.094	0.298	0.496	0.32	1.004			13.5	16.1					
S6575	7		UXSN		14/07/2017 05:59	211.866	17.446	33.615	0.504	31.47	0.503	11.285	0.399	0.525	0.589	36.075		0.506	37.462							0.521	0.403	0.352	0.184			24.177	16.461	34.476	37.277				0.426	0.433	0.232	1.083	0.304	0.503	0.322	0.999			13.459	16.102					
S6575	14		UXSN		14/07/2017 06:06	214.419	18.084	35.755	0.514	31.52	0.507	10.64	0.409	0.517	0.578	36.118		0.513	37.52							0.517	0.383	0.352	0.15			23.443	16.34	33.931	36.542				0.418	0.433	0.234	1.062	0.284	0.499	0.316	0.983			13.52	16.071					
S6575	21		UXSN		14/07/2017 06:15	222.748	16.962	34.585	0.508	30.94	0.5	10.326	0.422	0.512	0.585	36.177		0.5	37.516							0.514	0.396	0.344	0.182			24.256	16.573	34.731	37.563				0.424	0.432	0.231	1.085	0.311	0.504	0.323	1			13.516	16.171					
S6575	22		UXSN		14/07/2017 06:23	204.913	18.078	35.62	0.503	31.565	0.512	10.697	0.405	0.508	0.576	36.274		0.515	37.592							0.512	0.4	0.339	0.177			24.101	16.66	34.839	37.284				0.404	0.426	0.234	1.086	0.307	0.505	0.32	0.999			13.511	16.072					
S6576	12		UXAN		05/07/2017 18:04	204.738	17.81	35.25	0.503	31.075	0.5	9.376	0.433	0.499	0.554	35.553	0.435	0.505	37.15	58.11	0.485	46.985	0.489	18.182	0.306			0.365	0.161	2.298	0.529	25.093	16.818	34.959	37.33	768.659			0.444	0.427	0.225	1.098	0.29	0.495	0.32	1.004	0.736		13.398	15.998					
S6576	13		UXAN		05/07/2017 18:24	223.089	16.972	33.935	0.513	29.14	0.513	9.698	0.421	0.51	0.56	36.068	0.434	0.504	37.634	57.395	0.492	43.85	0.496	17.757	0.327			0.382	0.18	2.133	0.569	25.265	17.245	34.688	37.153	769.592			0.445	0.43	0.22	1.09	0.304	0.488	0.311	0.99	0.757		13.415	16.152					
