LOTID5	WAFER_ID	PROCESS_ID_LE522600_PROCESS_ID_MAX	ET_TIME_LE522600_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	NW_Res_10x30	RVTN_0.21/0.03x7_Vtsat	RVTN_1/1_Vtlin	RVTN_Cov	RVTN_Covdd	RVTP_0.3/0.03x5_Vtsat	RVTP_1/1_Vtlin	RVTP_Cov	RVTP_Covdd	RVT_Vt_Sum	SGN_Tox_inv	SGP_Tox_inv	VPNP_Beta	date	month	date_lot
S613W	13	UXTD	14/07/2017 03:44	187.24	19.109	471.96	471.299	9.807	432.58	0.515	0.58	0.209	0.244	0.515	0.545	0.343	0.234	33.217	35.897	790.659	0.413	0.407	0.224	1.052	0.335	0.508	0.304	0.97	0.754	13.393	16.041	0.886	14	7	7/14_S613W
S613W	17	UXTD	14/07/2017 03:53			491.821	481.049	9.82	420.11	0.517	0.588		0.247	0.522		0.351	0.24	33.128	35.942		0.421	0.422	0.224	1.045	0.347	0.523	0.312	0.969		13.432	16.082		14	7	7/14_S613W
S613W	21	UXTD	14/07/2017 04:03			488.858	482.208	9.543	430.822	0.511	0.582		0.254	0.511		0.354	0.249	33.397	36.148		0.419	0.415	0.223	1.054	0.346	0.515	0.308	0.968		13.412	16.198		14	7	7/14_S613W
S617G	8	UXTD	14/07/2017 04:07			488.438	482.509	9.644	427.342	0.517	0.584		0.241	0.507		0.368	0.221	34.914	37.493		0.437	0.426	0.227	1.089	0.336	0.499	0.309	1		13.483	16.138		14	7	7/14_S617G
S617G	11	UXTD	14/07/2017 04:18			493.85	490.82	9.955	409.776	0.512	0.583		0.24	0.51		0.362	0.202	34.711	37.335		0.433	0.418	0.228	1.083	0.32	0.507	0.309	0.991		13.497	16.232		14	7	7/14_S617G
S617G	12	UXTD	14/07/2017 05:11	180.916	18.329	480.784	491.905	10.265	419.651	0.506	0.582	0.212	0.242	0.508	0.558	0.358	0.202	34.495	37.136	790.925	0.426	0.424	0.227	1.078	0.31	0.502	0.312	0.99	0.736	13.499	16.179	0.822	14	7	7/14_S617G
S617G	13	UXTD	14/07/2017 06:04	193.498	16.24	514.252	499.504	9.15	428.327	0.514	0.583	0.207	0.251	0.51	0.537	0.383	0.223	33.228	36.414	786.125	0.446	0.42	0.217	1.046	0.331	0.506	0.301	0.973	0.78	13.488	16.213	0.827	14	7	7/14_S617G
S617G	15	UXTD	14/07/2017 06:14			489.734	485.763	9.722	410.532	0.509	0.579		0.238	0.505		0.37	0.211	34.552	37.345		0.436	0.416	0.226	1.079	0.313	0.494	0.311	0.995		13.488	16.181		14	7	7/14_S617G
S617G	16	UXTD	14/07/2017 06:23			498.399	477.738	10.6	397.299	0.508	0.579		0.243	0.505		0.369	0.205	33.221	36.376		0.435	0.413	0.221	1.046	0.31	0.505	0.302	0.972		13.536	16.233		14	7	7/14_S617G
S617G	25	UXTD	14/07/2017 06:33			505.957	505.399	9.482	442.287	0.526	0.593		0.244	0.509		0.382	0.219	33.756	36.71		0.446	0.421	0.219	1.057	0.319	0.498	0.304	0.977		13.546	16.238		14	7	7/14_S617G
S63YP	2	UXTD	14/07/2017 02:09			478.867	479.491	9.587	434.354	0.514	0.583		0.256	0.531		0.363	0.214	33.715	36.347		0.436	0.42	0.222	1.055	0.33	0.523	0.308	0.975		13.542	16.137		14	7	7/14_S63YP
S63YP	5	UXTD	14/07/2017 02:20			492.706	482.135	9.735	427.137	0.51	0.581		0.258	0.525		0.377	0.201	33.525	36.329		0.436	0.415	0.221	1.055	0.325	0.519	0.305	0.976		13.511	16.118		14	7	7/14_S63YP
S63YP	12	UXTD	14/07/2017 03:14	180.986	18.797	482.343	488.615	10.278	414	0.524	0.59	0.208	0.253	0.533	0.554	0.369	0.225	32.985	36.097	793.725	0.433	0.419	0.22	1.044	0.334	0.527	0.306	0.974	0.771	13.422	16.007	0.832	14	7	7/14_S63YP
S63YP	13	UXTD	14/07/2017 04:07	202.384	19.297	495.227	487.835	10.011	431.359	0.518	0.585	0.21	0.255	0.526	0.554	0.366	0.211	33.616	36.627	793.592	0.434	0.418	0.225	1.061	0.326	0.521	0.312	0.987	0.761	13.443	15.991	0.847	14	7	7/14_S63YP
S63YP	18	UXTD	14/07/2017 04:18			490.026	478.273	10.021	427.615	0.519	0.585		0.254	0.523		0.369	0.206	33.331	35.824		0.435	0.421	0.223	1.053	0.32	0.516	0.305	0.969		13.44	16.038		14	7	7/14_S63YP
S63YP	23	UXTD	14/07/2017 04:27			484.712	477.481	11.047	405.51	0.525	0.583		0.261	0.536		0.366	0.218	33.073	36.118		0.433	0.413	0.222	1.045	0.327	0.528	0.305	0.972		13.476	16.07		14	7	7/14_S63YP
S63YP	25	UXTD	14/07/2017 04:37			498.515	482.268	10.638	421.39	0.518	0.593		0.262	0.526		0.378	0.218	33.241	36.192		0.444	0.419	0.217	1.048	0.332	0.513	0.303	0.974		13.499	16.081		14	7	7/14_S63YP
S6488	6	UXTD	14/07/2017 23:50			506.729	486.843	9.819	449.728	0.525	0.592		0.26	0.514		0.38	0.234	32.999	36.225		0.441	0.411	0.216	1.047	0.342	0.515	0.303	0.979		13.39	16.004		14	7	7/14_S6488
S64CG	6	UXTD	14/07/2017 22:19			491.061	482.354	9.343	429.6	0.527	0.587		0.25	0.516		0.374	0.232	33.285	36.016		0.436	0.423	0.222	1.042	0.334	0.513	0.301	0.965		13.535	16.202		14	7	7/14_S64CG
S64CG	11	UXTD	14/07/2017 22:29			504.424	493.129	8.843	460.9	0.534	0.596		0.243	0.516		0.377	0.222	33.48	36.378		0.449	0.428	0.219	1.051	0.344	0.524	0.308	0.968		13.556	16.275		14	7	7/14_S64CG
S64CG	12	UXTD	14/07/2017 23:20	195.658	17.165	501.39	477.556	8.63	435.345	0.525	0.589	0.205	0.25	0.515	0.545	0.374	0.219	32.679	35.904	780.126	0.443	0.421	0.215	1.03	0.335	0.528	0.305	0.959	0.781	13.524	16.276	0.808	14	7	7/14_S64CG
S64RP	11	UXTD	14/07/2017 00:09			483.607	484.698	9.216	432.36	0.515	0.583		0.231	0.516		0.36	0.174	31.8	35.337		0.429	0.415	0.217	1.013	0.285	0.511	0.299	0.95		13.393	16.156		14	7	7/14_S64RP
S64RP	12	UXTD	14/07/2017 01:03	188.421	18.463	488.682	468.128	9.53	412.711	0.514	0.583	0.206	0.231	0.514	0.552	0.35	0.186	32.371	35.59	820.125	0.422	0.418	0.22	1.024	0.303	0.523	0.307	0.956	0.724	13.44	16.149	0.832	14	7	7/14_S64RP
S64RP	13	UXTD	14/07/2017 01:56	196.781	18.544	485.413	482.403	9.901	410.984	0.514	0.581	0.21	0.23	0.507	0.556	0.36	0.184	32.87	35.957	771.859	0.428	0.42	0.225	1.047	0.3	0.499	0.305	0.969	0.717	13.354	16.089	0.84	14	7	7/14_S64RP
S64RP	19	UXTD	14/07/2017 02:08			499.391	478.319	10.565	406.708	0.516	0.579		0.227	0.516		0.355	0.177	32.739	35.928		0.423	0.413	0.224	1.043	0.301	0.514	0.304	0.964		13.367	16.211		14	7	7/14_S64RP
S64RV	1	UXTD	14/07/2017 03:13			479.281	484.896	10.432	421.8	0.528	0.591		0.228	0.514		0.364	0.212	33.762	36.012		0.431	0.425	0.227	1.061	0.326	0.509	0.303	0.967		13.491	16.155		14	7	7/14_S64RV
S64RV	3	UXTD	14/07/2017 03:24			481.56	479.178	10.225	422.549	0.532	0.6		0.22	0.511		0.366	0.214	33.304	35.879		0.429	0.428	0.224	1.046	0.32	0.519	0.307	0.96		13.488	16.243		14	7	7/14_S64RV
S64RV	5	UXTD	14/07/2017 03:33			488.614	477.439	10.934	409.044	0.525	0.588		0.232	0.515		0.36	0.215	33.505	36.253		0.425	0.423	0.223	1.055	0.336	0.512	0.308	0.976		13.429	16.064		14	7	7/14_S64RV
S64RV	12	UXTD	14/07/2017 04:30	183.733	18.026	490.876	477.073	9.958	422.796	0.524	0.591	0.209	0.235	0.512	0.549	0.354	0.211	33.439	35.857	780.526	0.426	0.422	0.226	1.054	0.325	0.506	0.3	0.958	0.757	13.451	16.245	0.845	14	7	7/14_S64RV
S64RV	13	UXTD	14/07/2017 05:25	201.727	19.33	467.83	467.261	10.833	397.612	0.524	0.588	0.211	0.229	0.514	0.559	0.344	0.204	33.409	36.099	780.792	0.41	0.422	0.229	1.058	0.313	0.509	0.309	0.973	0.713	13.415	16.101	0.841	14	7	7/14_S64RV
S64RV	20	UXTD	14/07/2017 05:34			483.185	475.938	10.486	416.126	0.518	0.584		0.232	0.516		0.345	0.222	33.702	36.54		0.417	0.413	0.225	1.062	0.33	0.51	0.306	0.974		13.427	16.255		14	7	7/14_S64RV
S64RV	23	UXTD	14/07/2017 05:45			495.326	491.624	9.682	422.752	0.523	0.596		0.223	0.503		0.366	0.227	33.121	35.971		0.433	0.428	0.22	1.045	0.335	0.518	0.31	0.969		13.458	16.101		14	7	7/14_S64RV
S66NP	22	UXTD	14/07/2017 00:06			494.54	492.864	9.84	437.5	0.522	0.587		0.242	0.525		0.369	0.205	32.672	36.174		0.438	0.422	0.22	1.037	0.313	0.516	0.31	0.976		13.404	16.016		14	7	7/14_S66NP
S67NH	10	UXTN	14/07/2017 10:02			524.571	503.741	9.717	428.761							0.367	0.204	32.518	35.843		0.46	0.428	0.215	1.03	0.313	0.525	0.303	0.962		13.439	16.224		14	7	7/14_S67NH
S67NH	12	UXTN	14/07/2017 10:18			536.39	516.961	9.566	408.863							0.381	0.218	33.525	36.472		0.455	0.436	0.216	1.051	0.331	0.521	0.306	0.974		13.499	16.25		14	7	7/14_S67NH
S67NH	13	UXTN	14/07/2017 11:19	201.872	15.507	508.878	483.987	9.47	421.8							0.372	0.212	33.255	36.343	771.592	0.444	0.428	0.219	1.049	0.325	0.526	0.309	0.977	0.76	13.436	16.08	0.852	14	7	7/14_S67NH
S67NH	16	UXTN	14/07/2017 11:35			534.087	498.943	9.491	425.837							0.38	0.224	32.426	36.001		0.458	0.428	0.213	1.029	0.321	0.526	0.307	0.97		13.46	16.082		14	7	7/14_S67NH
S67NH	18	UXTN	14/07/2017 11:51			529.336	510.047	9.822	417.656							0.392	0.216	33.165	36.508		0.455	0.437	0.213	1.045	0.325	0.52	0.305	0.973		13.451	16.234		14	7	7/14_S67NH
S67NH	24	UXTN	14/07/2017 12:05			515.6	517.136	9.829	412.846							0.374	0.218	33.725	37.029		0.448	0.424	0.214	1.059	0.333	0.521	0.306	0.988		13.462	16.234		14	7	7/14_S67NH
SZ8AZ	4	UXTD	14/07/2017 09:25			507.046	491.089	9.003	451.956	0.531	0.601		0.245	0.525		0.379	0.234	32.966	36.707		0.449	0.418	0.214	1.043	0.346	0.522	0.31	0.98		13.45	16.175		14	7	7/14_SZ8AZ
SZ8AZ	7	UXTD	14/07/2017 09:36			501.534	490.437	9.219	431.508	0.535	0.596		0.238	0.52		0.377	0.23	32.96	36.507		0.434	0.421	0.216	1.041	0.344	0.523	0.31	0.976		13.458	16.188		14	7	7/14_SZ8AZ
SZ8AZ	10	UXTD	14/07/2017 09:45			504.434	492.644	8.948	443.411	0.526	0.596		0.241	0.514		0.377	0.225	32.669	36.219		0.448	0.42	0.215	1.035	0.345	0.516	0.308	0.971		13.443	16.173		14	7	7/14_SZ8AZ
SZ8AZ	11	UXTD	14/07/2017 10:40	194.159	15.903	511.4	488.966	9.359	435.435	0.536	0.599	0.204	0.246	0.523	0.547	0.379	0.217	32.733	36.383	792.659	0.449	0.419	0.214	1.035	0.335	0.522	0.309	0.972	0.781	13.471	16.239	0.848	14	7	7/14_SZ8AZ
SZ8AZ	13	UXTD	14/07/2017 11:32	186.894	15.089	503.321	490.166	8.041	475.292	0.532	0.603	0.205	0.252	0.519	0.547	0.381	0.229	32.631	36.202	793.725	0.445	0.424	0.212	1.033	0.344	0.524	0.31	0.97	0.794	13.451	16.166	0.855	14	7	7/14_SZ8AZ
SZ8AZ	19	UXTD	14/07/2017 11:41			511.147	497.363	8.442	439.215	0.521	0.596		0.252	0.517		0.385	0.237	32.283	35.933		0.454	0.428	0.21	1.023	0.339	0.52	0.307	0.963		13.478	16.196		14	7	7/14_SZ8AZ
S6488	8	UXTD	15/07/2017 00:02			486.772	478.277	8.8	435.096	0.522	0.586		0.26	0.521		0.369	0.218	32.618	35.815		0.432	0.409	0.218	1.037	0.317	0.509	0.294	0.961		13.408	16.168		15	7	7/15_S6488
S6488	12	UXTD	15/07/2017 00:53	181.8	17.49	500	473.184	8.215	464.821	0.527	0.594	0.204	0.251	0.52	0.53	0.374	0.23	32.248	35.704	771.992	0.434	0.409	0.213	1.027	0.331	0.525	0.302	0.967	0.781	13.397	15.99	0.824	15	7	7/15_S6488
S6488	13	UXTD	15/07/2017 01:49	193.299	18.895	481.004	471.285	9.287	449.592	0.524	0.583	0.207	0.257	0.522	0.534	0.358	0.224	33.593	36.373	778.392	0.428	0.409	0.223	1.063	0.337	0.508	0.3	0.982	0.76	13.369	16.012	0.83	15	7	7/15_S6488
S6488	15	UXTD	15/07/2017 02:01			483.823	472.724	9.631	432.649	0.525	0.585		0.255	0.523		0.372	0.228	33.123	36.196		0.436	0.408	0.221	1.051	0.322	0.508	0.302	0.976		13.395	16.028		15	7	7/15_S6488
S6488	17	UXTD	15/07/2017 02:11			479.377	484.454	9.705	455.097	0.526	0.59		0.262	0.524		0.363	0.242	32.709	35.923		0.434	0.407	0.217	1.034	0.332	0.51	0.296	0.966		13.421	16.112		15	7	7/15_S6488
S6488	22	UXTD	15/07/2017 02:23			473.789	466.958	9.174	443.039	0.518	0.584		0.257	0.527		0.355	0.226	32.649	36.068		0.422	0.403	0.221	1.04	0.337	0.515	0.301	0.976		13.383	15.974		15	7	7/15_S6488
S64CG	13	UXTD	15/07/2017 00:15	200.431	15.691	504.196	494.389	9.41	433.158	0.533	0.601	0.204	0.238	0.515	0.554	0.38	0.208	32.877	35.889	778.526	0.452	0.428	0.217	1.034	0.332	0.521	0.306	0.963	0.784	13.56	16.184	0.82	15	7	7/15_S64CG
S64CG	14	UXTD	15/07/2017 00:26			497.125	503.014	8.509	437.5	0.527	0.581		0.259	0.518		0.389	0.231	32.943	36.065		0.443	0.422	0.214	1.039	0.346	0.519	0.301	0.968		13.528	16.195		15	7	7/15_S64CG
S64CG	18	UXTD	15/07/2017 00:35			510.728	504.35	8.594	440.382	0.526	0.591		0.257	0.524		0.389	0.232	32.972	36.208		0.465	0.428	0.211	1.036	0.342	0.508	0.299	0.966		13.522	16.191		15	7	7/15_S64CG
S64CG	19	UXTD	15/07/2017 00:45			502.699	491.621	9.227	449.601	0.526	0.59		0.246	0.517		0.372	0.221	33.154	36.036		0.441	0.424	0.216	1.039	0.331	0.512	0.302	0.964		13.536	16.186		15	7	7/15_S64CG
S64CH	4	UXTD	15/07/2017 16:08			500	486.013	9.421	434.768	0.522	0.585		0.247	0.517		0.373	0.237	34.433	36.934		0.436	0.422	0.225	1.071	0.34	0.507	0.304	0.982		13.547	16.274		15	7	7/15_S64CH
S64CH	6	UXTD	15/07/2017 16:19			506.653	487.41	9.52	443.671	0.524	0.586		0.243	0.503		0.371	0.223	34.698	36.98		0.439	0.422	0.226	1.08	0.337	0.498	0.305	0.985		13.477	16.191		15	7	7/15_S64CH
S64CH	11	UXTD	15/07/2017 16:28			478.359	486.01	9.624	419.225	0.518	0.586		0.245	0.511		0.363	0.219	34.564	36.662		0.43	0.42	0.231	1.083	0.331	0.509	0.308	0.98		13.453	16.175		15	7	7/15_S64CH
S64CH	12	UXTD	15/07/2017 17:20	182.93	20.251	485.868	474.659	9.957	416.179	0.521	0.585	0.208	0.241	0.516	0.55	0.362	0.195	33.388	35.629	779.459	0.42	0.421	0.227	1.047	0.315	0.506	0.3	0.956	0.738	13.466	16.196	0.843	15	7	7/15_S64CH
S64CH	13	UXTD	15/07/2017 18:12	220.443	17.767	495.609	481.607	8.721	443.918	0.531	0.599	0.21	0.233	0.509	0.555	0.368	0.218	33.705	36.001	778.792	0.438	0.433	0.226	1.054	0.333	0.519	0.307	0.962	0.771	13.551	16.237	0.841	15	7	7/15_S64CH
S64CH	20	UXTD	15/07/2017 18:21			488.539	497.221	10.112	409.428	0.534	0.602		0.237	0.516		0.369	0.209	34.023	36.208		0.436	0.432	0.227	1.064	0.334	0.52	0.31	0.969		13.526	16.179		15	7	7/15_S64CH
S64CH	23	UXTD	15/07/2017 18:31			483.024	480.666	9.554	430.8	0.522	0.586		0.242	0.515		0.362	0.221	33.881	36.52		0.43	0.415	0.229	1.063	0.333	0.513	0.306	0.978		13.504	16.154		15	7	7/15_S64CH
S64PU	9	UXTD	15/07/2017 03:06			498.65	482.136	10.328	426.47	0.526	0.587		0.246	0.516		0.366	0.242	33.083	36.308		0.434	0.419	0.215	1.046	0.343	0.516	0.298	0.973		13.38	16.142		15	7	7/15_S64PU
S64PU	10	UXTD	15/07/2017 03:16			494.891	487.11	10.232	417.424	0.519	0.587		0.247	0.511		0.366	0.213	33.019	36.258		0.433	0.421	0.216	1.046	0.322	0.505	0.299	0.969		13.389	16.244		15	7	7/15_S64PU
S64PU	12	UXTD	15/07/2017 04:09	201.258	19.936	478.227	465.167	10.358	411.144	0.52	0.588	0.209	0.242	0.516	0.546	0.346	0.224	33.293	36.278	777.592	0.412	0.423	0.226	1.054	0.321	0.514	0.305	0.977	0.732	13.37	16.041	0.862	15	7	7/15_S64PU
S64PU	13	UXTD	15/07/2017 05:01	192.131	15.286	514.684	488.771	9.583	435.94	0.517	0.588	0.206	0.247	0.521	0.545	0.374	0.225	32.731	36.052	820.125	0.445	0.428	0.218	1.034	0.334	0.518	0.307	0.969	0.77	13.474	16.121	0.86	15	7	7/15_S64PU
S64PU	15	UXTD	15/07/2017 05:12			489.751	492.635	10.287	425.307	0.514	0.58		0.252	0.521		0.356	0.218	32.952	36.575		0.426	0.418	0.217	1.045	0.334	0.519	0.304	0.976		13.417	16.218		15	7	7/15_S64PU
S64PU	18	UXTD	15/07/2017 05:21			482.61	477.962	10.365	404.355	0.526	0.587		0.245	0.513		0.342	0.231	33.192	36.267		0.413	0.422	0.225	1.052	0.335	0.514	0.305	0.98		13.329	16.004		15	7	7/15_S64PU
S64PU	25	UXTD	15/07/2017 05:31			510.112	497.354	9.287	438.924	0.525	0.588		0.255	0.512		0.371	0.226	33.142	36.404		0.436	0.421	0.213	1.046	0.344	0.512	0.303	0.977		13.42	16.133		15	7	7/15_S64PU
S64PV	5	UXTD	15/07/2017 17:25			483.105	465.234	8.832	445.816	0.53	0.601		0.251	0.519		0.365	0.257	34.316	36.759		0.431	0.425	0.229	1.077	0.356	0.529	0.306	0.978		13.44	16.211		15	7	7/15_S64PV
S64PV	6	UXTD	15/07/2017 17:36			460.333	460.9	9.638	428.815	0.523	0.583		0.244	0.506		0.337	0.246	33.556	36.253		0.4	0.408	0.227	1.075	0.347	0.506	0.305	0.981		13.172	15.957		15	7	7/15_S64PV
S64PV	10	UXTD	15/07/2017 17:45			478.266	471.226	10.599	409.249	0.524	0.59		0.248	0.515		0.347	0.23	34.177	36.615		0.418	0.421	0.229	1.072	0.342	0.523	0.308	0.979		13.45	16.165		15	7	7/15_S64PV
S64PV	12	UXTD	15/07/2017 18:40	196.392	19.593	471.412	478.02	9.239	434.838	0.522	0.591	0.209	0.247	0.523	0.55	0.357	0.222	34.099	36.331	785.059	0.421	0.426	0.229	1.071	0.343	0.521	0.304	0.972	0.754	13.416	16.185	0.838	15	7	7/15_S64PV
S64PV	13	UXTD	15/07/2017 19:33	183.317	18.722	486.802	478.671	9.395	429.16	0.521	0.59	0.21	0.233	0.509	0.553	0.351	0.218	33.269	35.659	834.125	0.425	0.425	0.225	1.047	0.33	0.518	0.303	0.955	0.747	13.456	16.25	0.835	15	7	7/15_S64PV
S64PV	18	UXTD	15/07/2017 19:42			484.776	472.023	9.639	443.014	0.508	0.587		0.247	0.523		0.355	0.228	34.048	36.477		0.422	0.422	0.226	1.068	0.341	0.519	0.302	0.976		13.454	16.172		15	7	7/15_S64PV
S64PV	21	UXTD	15/07/2017 19:53			486.346	467.171	9.805	432.4	0.522	0.596		0.239	0.519		0.34	0.217	33.65	36.083		0.413	0.424	0.228	1.06	0.346	0.525	0.307	0.967		13.444	16.171		15	7	7/15_S64PV
S64PW	8	UXTD	15/07/2017 21:04			457.392	459.552	9.722	441.041	0.523	0.586		0.243	0.514		0.349	0.21	33.865	35.774		0.417	0.415	0.23	1.066	0.335	0.515	0.308	0.969		13.397	16.006		15	7	7/15_S64PW
S64PW	9	UXTD	15/07/2017 21:15			461.566	455.004	11.121	423.827	0.509	0.57		0.264	0.524		0.344	0.221	33.996	36.22		0.407	0.41	0.228	1.068	0.35	0.522	0.3	0.974		13.451	16.082		15	7	7/15_S64PW
S64PW	11	UXTD	15/07/2017 21:24			463.101	461.805	10.468	432.324	0.515	0.577		0.268	0.526		0.35	0.219	33.807	35.917		0.412	0.412	0.228	1.068	0.33	0.516	0.298	0.968		13.368	16.065		15	7	7/15_S64PW
S64PW	12	UXTD	15/07/2017 22:18	184.046	21.225	471.173	468.861	10.114	433.253	0.508	0.577	0.211	0.256	0.52	0.541	0.351	0.21	33.908	35.936	782.792	0.419	0.411	0.228	1.07	0.337	0.513	0.299	0.971	0.755	13.407	16.071	0.848	15	7	7/15_S64PW
S64PW	13	UXTD	15/07/2017 23:13	195.583	20.956	466.457	459.921	10.816	428.058	0.509	0.579	0.212	0.261	0.526	0.537	0.346	0.211	33.977	36.055	782.926	0.411	0.41	0.228	1.071	0.333	0.514	0.303	0.976	0.749	13.404	16.014	0.838	15	7	7/15_S64PW
S64PW	14	UXTD	15/07/2017 23:22			467.039	463.394	10.212	427.247	0.52	0.59		0.249	0.523		0.352	0.227	33.631	35.882		0.414	0.415	0.229	1.065	0.333	0.524	0.31	0.973		13.35	15.974		15	7	7/15_S64PW
S64PW	25	UXTD	15/07/2017 23:33			473.107	471.622	8.851	446.92	0.527	0.597		0.261	0.52		0.369	0.239	34.137	36.104		0.435	0.422	0.225	1.069	0.36	0.525	0.305	0.972		13.505	16.126		15	7	7/15_S64PW
S64WX	1	UXTD	15/07/2017 02:16			496.091	483.635	9.541	427.365	0.538	0.601		0.234	0.512		0.368	0.216	32.783	35.958		0.432	0.419	0.219	1.043	0.337	0.516	0.305	0.97		13.37	16.132		15	7	7/15_S64WX
S64WX	2	UXTD	15/07/2017 02:27			489.032	479.796	10.249	411.244	0.53	0.594		0.241	0.516		0.364	0.223	33.458	36.426		0.433	0.413	0.218	1.057	0.339	0.506	0.301	0.977		13.376	16.102		15	7	7/15_S64WX
S64WX	7	UXTD	15/07/2017 02:36			482.512	488.587	9.67	407.032	0.527	0.589		0.246	0.518		0.366	0.224	32.742	36.135		0.423	0.412	0.217	1.042	0.327	0.508	0.301	0.97		13.379	16.13		15	7	7/15_S64WX
S64WX	12	UXTD	15/07/2017 03:29	183.631	16.146	488.877	481.927	9.163	437.032	0.521	0.579	0.206	0.253	0.522	0.548	0.367	0.221	32.53	35.938	789.192	0.431	0.412	0.216	1.036	0.335	0.513	0.299	0.965	0.772	13.377	16.145	0.853	15	7	7/15_S64WX
S64WX	13	UXTD	15/07/2017 04:21	195.278	18.137	498.987	486.824	9.229	445.646	0.534	0.603	0.206	0.238	0.509	0.546	0.379	0.227	33.413	36.495	786.659	0.439	0.422	0.218	1.05	0.338	0.516	0.306	0.974	0.78	13.474	16.182	0.828	15	7	7/15_S64WX
S64WX	14	UXTD	15/07/2017 04:30			490.844	493.098	9.891	434.713	0.528	0.591		0.25	0.524		0.368	0.209	32.487	35.653		0.441	0.416	0.215	1.027	0.329	0.515	0.297	0.958		13.475	16.181		15	7	7/15_S64WX
S64WX	21	UXTD	15/07/2017 04:41			483.217	487.429	8.232	452.054	0.53	0.591		0.246	0.515		0.374	0.233	32.541	35.575		0.433	0.418	0.215	1.032	0.345	0.508	0.296	0.958		13.456	16.134		15	7	7/15_S64WX
S661R	4	UXTN	15/07/2017 15:09			536.462	508.592	10.152	405.697							0.368	0.223	32.057	35.51		0.441	0.427	0.215	1.023	0.335	0.522	0.3	0.958		13.36	16.078		15	7	7/15_S661R
S661R	5	UXTN	15/07/2017 15:25			526.245	508.385	9.347	433.601							0.367	0.235	33.387	36.268		0.443	0.429	0.219	1.058	0.345	0.512	0.305	0.979		13.37	16.058		15	7	7/15_S661R
S661R	12	UXTN	15/07/2017 15:39			514.728	509.554	9.563	442.97							0.357	0.229	33.436	36.434		0.429	0.424	0.221	1.06	0.336	0.518	0.306	0.978		13.37	16.137		15	7	7/15_S661R
S661R	13	UXTN	15/07/2017 16:39	212.947	14.091	517.371	505.032	9.837	423.698							0.363	0.227	32.995	35.787	780.659	0.443	0.427	0.218	1.048	0.33	0.506	0.302	0.966	0.775	13.363	16.075	0.828	15	7	7/15_S661R
S661R	24	UXTN	15/07/2017 16:54			527.878	529.334	9.675	413.037							0.361	0.214	32.614	35.753		0.43	0.427	0.219	1.036	0.327	0.509	0.305	0.963		13.386	16.074		15	7	7/15_S661R
S661R	25	UXTN	15/07/2017 17:09			519.688	508.78	9.335	423.616							0.36	0.227	32.24	35.132		0.433	0.432	0.218	1.026	0.336	0.509	0.3	0.951		13.461	16.123		15	7	7/15_S661R
S6664	12	UXTN	15/07/2017 22:39			524.987	495.211	10.578	418.71							0.374	0.215	32.69	35.749		0.45	0.42	0.217	1.033	0.33	0.504	0.3	0.958		13.458	16.186		15	7	7/15_S6664
S6664	13	UXTN	15/07/2017 23:38	208.057	15.142	511.858	514.757	9.555	412.876							0.371	0.197	32.683	35.602	786.259	0.438	0.427	0.219	1.038	0.331	0.51	0.306	0.958	0.763	13.414	16.17	0.816	15	7	7/15_S6664
S6664	16	UXTN	15/07/2017 23:53			524.446	517.837	9.388	425.771							0.373	0.204	32.938	35.685		0.444	0.427	0.218	1.043	0.328	0.501	0.299	0.962		13.419	16.114		15	7	7/15_S6664
S66FG	4	UXTN	15/07/2017 12:32			539.228	521.682	9.422	440.643							0.398	0.239	33.124	36.007		0.462	0.439	0.211	1.045	0.354	0.509	0.305	0.97		13.493	16.132		15	7	7/15_S66FG
S66FG	8	UXTN	15/07/2017 12:48			528.395	508.01	9.799	446.689							0.386	0.232	33.208	36.222		0.455	0.427	0.213	1.048	0.343	0.519	0.303	0.971		13.431	16.18		15	7	7/15_S66FG
S66FG	10	UXTN	15/07/2017 13:02			523.875	522.226	9.534	432.129							0.389	0.228	33.262	35.818		0.455	0.44	0.214	1.049	0.342	0.515	0.306	0.968		13.454	16.064		15	7	7/15_S66FG
S66FG	11	UXTN	15/07/2017 13:18			530.512	512.954	9.394	421.8							0.387	0.228	32.684	35.536		0.464	0.435	0.212	1.034	0.339	0.516	0.303	0.959		13.444	16.109		15	7	7/15_S66FG
S66FG	13	UXTN	15/07/2017 14:17	243.107	11.928	542.124	525.368	9.459	426.528							0.398	0.214	31.94	35.175	800.259	0.459	0.431	0.209	1.017	0.326	0.519	0.302	0.952	0.794	13.422	16.087	0.858	15	7	7/15_S66FG
S66FG	23	UXTN	15/07/2017 14:31			531.07	515.034	9.529	432.908							0.396	0.227	31.755	34.836		0.469	0.434	0.205	1.011	0.332	0.52	0.298	0.945		13.46	16.08		15	7	7/15_S66FG
