LOTID5	WAFER_ID	PROCESS_ID_LE522600_PROCESS_ID_MAX	ET_TIME_LE522600_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	NW_Res_10x30	RVTN_0.21/0.03x7_Vtsat	RVTN_1/1_Vtlin	RVTN_Cov	RVTN_Covdd	RVTP_0.3/0.03x5_Vtsat	RVTP_1/1_Vtlin	RVTP_Cov	RVTP_Covdd	RVT_Vt_Sum	SGN_Tox_inv	SGP_Tox_inv	VPNP_Beta	date	month	date_lot
S615V	14	UXTD	11/07/2017 22:42	199.626	18.251	481.553	476.045	9.103	429.235	0.508	0.578	0.209	0.243	0.524	0.531	0.346	0.189	32.682	35.536	806.259	0.418	0.406	0.225	1.037	0.315	0.511	0.297	0.953	0.735	13.463	16.24	0.841	11	7	7/11_S615V
S615V	24	UXTD	11/07/2017 22:51			480.258	478.269	9.732	423.895	0.516	0.581		0.253	0.53		0.365	0.214	32.504	35.388		0.43	0.412	0.216	1.027	0.325	0.517	0.296	0.954		13.451	16.169		11	7	7/11_S615V
S61DH	1	UXTD	11/07/2017 11:54			471.962	482.452	9.839	449.53	0.516	0.59		0.24	0.503		0.358	0.213	32.694	35.745		0.423	0.41	0.222	1.035	0.336	0.504	0.296	0.961		13.396	16.137		11	7	7/11_S61DH
S61DH	9	UXTD	11/07/2017 12:04			481.761	474.342	9.609	430.838	0.53	0.588		0.241	0.508		0.353	0.228	32.887	35.96		0.416	0.408	0.224	1.045	0.332	0.51	0.297	0.964		13.424	16.208		11	7	7/11_S61DH
S61DH	12	UXTD	11/07/2017 12:56	203.162	17.364	493.208	466.272	9.213	438.524	0.529	0.597	0.207	0.239	0.499	0.518	0.371	0.246	32.877	36.028	787.725	0.432	0.417	0.22	1.037	0.347	0.517	0.301	0.966	0.78	13.448	16.15	0.821	11	7	7/11_S61DH
S61DH	13	UXTD	11/07/2017 13:52	201.593	15.7	502.497	482.278	9.046	436.304	0.529	0.599	0.209	0.239	0.501	0.527	0.365	0.233	33.135	36.201	794.792	0.444	0.419	0.221	1.045	0.335	0.512	0.303	0.971	0.783	13.447	16.158	0.827	11	7	7/11_S61DH
S61DH	16	UXTD	11/07/2017 14:02			489.731	477.055	9.991	430.071	0.521	0.585		0.252	0.514		0.354	0.246	33.276	36.222		0.42	0.41	0.224	1.054	0.353	0.517	0.296	0.974		13.41	16.12		11	7	7/11_S61DH
S61DH	18	UXTD	11/07/2017 14:11			489.983	477.542	9.256	426.542	0.52	0.596		0.246	0.507		0.37	0.243	33.154	36.365		0.433	0.418	0.221	1.047	0.345	0.519	0.302	0.973		13.465	16.187		11	7	7/11_S61DH
S61DH	24	UXTD	11/07/2017 14:21			501.924	489.416	9.079	456.171	0.514	0.585		0.256	0.506		0.367	0.245	32.877	35.717		0.431	0.413	0.221	1.038	0.347	0.51	0.293	0.959		13.462	16.186		11	7	7/11_S61DH
S6632	1	UXTN	11/07/2017 03:46			522.98	507.8	9.314	441.068							0.375	0.214	33.732	36.5		0.451	0.43	0.218	1.062	0.323	0.504	0.305	0.983		13.386	16.024		11	7	7/11_S6632
S6632	2	UXTN	11/07/2017 04:02			525.578	504.987	9.621	429.374							0.368	0.207	33.229	36.183		0.45	0.427	0.219	1.055	0.32	0.508	0.303	0.972		13.378	16.177		11	7	7/11_S6632
S6632	9	UXTN	11/07/2017 04:17			521.629	521.09	9.768	430.616							0.373	0.217	33.078	35.904		0.449	0.436	0.216	1.047	0.334	0.508	0.303	0.969		13.4	16.044		11	7	7/11_S6632
S6632	11	UXTN	11/07/2017 04:33			511.735	507.091	9.84	416.79							0.371	0.213	33.071	36.033		0.446	0.436	0.218	1.049	0.331	0.507	0.307	0.975		13.377	16.022		11	7	7/11_S6632
S6632	12	UXTN	11/07/2017 04:48			518.796	508.023	9.593	416.162							0.36	0.203	32.933	35.474		0.437	0.426	0.219	1.046	0.322	0.501	0.302	0.963		13.361	16.01		11	7	7/11_S6632
S6632	13	UXTN	11/07/2017 05:50	228.325	14.659	515.857	507.185	9.61	411.26							0.37	0.21	33.686	36.035	789.725	0.438	0.431	0.219	1.061	0.324	0.499	0.305	0.973	0.773	13.374	16.03	0.824	11	7	7/11_S6632
S6661	1	UXTN	11/07/2017 03:55			543.511	516.54	9.064	450.522							0.387	0.225	32.437	35.172		0.463	0.439	0.213	1.028	0.332	0.51	0.3	0.949		13.411	16.174		11	7	7/11_S6661
S6661	4	UXTN	11/07/2017 04:11			527.831	504.121	9.346	417.19							0.395	0.208	32.489	35.623		0.461	0.436	0.21	1.029	0.331	0.508	0.302	0.955		13.425	16.21		11	7	7/11_S6661
S6661	8	UXTN	11/07/2017 04:25			527.563	514.361	10.001	393.423							0.378	0.204	32.51	35.381		0.449	0.438	0.216	1.033	0.322	0.506	0.303	0.952		13.407	16.204		11	7	7/11_S6661
S6661	10	UXTN	11/07/2017 04:41			540.546	515.299	9.454	423.611							0.383	0.208	31.625	34.711		0.455	0.436	0.21	1.009	0.319	0.522	0.299	0.937		13.423	16.206		11	7	7/11_S6661
S6661	13	UXTN	11/07/2017 05:42	210.984	15.307	526.303	517.979	9.128	440.586							0.372	0.205	32.821	35.454	778.126	0.452	0.443	0.218	1.037	0.312	0.512	0.305	0.953	0.763	13.449	16.211	0.831	11	7	7/11_S6661
S6661	15	UXTN	11/07/2017 05:57			525.867	501.955	9.67	414.488							0.375	0.211	32.834	35.981		0.449	0.433	0.215	1.042	0.324	0.517	0.307	0.966		13.391	16.15		11	7	7/11_S6661
S66WX	10	UXTD	11/07/2017 03:33			488.51	476.907	10.025	438.191	0.518	0.583		0.253	0.514		0.355	0.209	33.038	36.49		0.432	0.41	0.22	1.043	0.322	0.509	0.299	0.972		13.433	16.261		11	7	7/11_S66WX
S66WX	12	UXTD	11/07/2017 04:30	195.836	18.363	484.61	485.424	9.711	436.286	0.539	0.595	0.205	0.247	0.522	0.531	0.36	0.223	32.796	36.076	813.725	0.425	0.421	0.219	1.037	0.327	0.517	0.299	0.971	0.758	13.421	16.064	0.809	11	7	7/11_S66WX
S66WX	13	UXTD	11/07/2017 05:24	193.701	17.28	484.587	497.787	9.339	438.108	0.537	0.599	0.206	0.25	0.521	0.539	0.362	0.235	32.999	36.252	806.525	0.431	0.422	0.218	1.041	0.334	0.522	0.306	0.975	0.764	13.458	16.064	0.83	11	7	7/11_S66WX
S66WX	17	UXTD	11/07/2017 05:33			498.862	484.3	9.26	453.1	0.533	0.592		0.257	0.522		0.369	0.245	32.342	35.967		0.431	0.415	0.216	1.032	0.33	0.518	0.298	0.97		13.404	16.065		11	7	7/11_S66WX
S66WX	18	UXTD	11/07/2017 05:44			504.928	493.985	9.214	440.609	0.536	0.592		0.253	0.521		0.371	0.235	32.417	35.594		0.441	0.425	0.215	1.028	0.34	0.524	0.301	0.959		13.473	16.102		11	7	7/11_S66WX
S66WX	22	UXTD	11/07/2017 05:53			492.519	488.741	9.708	428.703	0.532	0.599		0.252	0.514		0.373	0.223	32.682	36.315		0.438	0.427	0.218	1.035	0.354	0.528	0.306	0.975		13.449	16.082		11	7	7/11_S66WX
S66WX	23	UXTD	11/07/2017 06:03			492.938	476.843	9.581	445.031	0.523	0.588		0.262	0.526		0.364	0.236	33.047	36.722		0.427	0.418	0.22	1.045	0.345	0.52	0.306	0.983		13.479	16.093		11	7	7/11_S66WX
S6126	1	UXTD	12/07/2017 08:53			479.068	466.053	10.228	434.458	0.51	0.579		0.256	0.521		0.353	0.231	33.3	35.914		0.426	0.41	0.225	1.051	0.338	0.524	0.302	0.97		13.428	16.048		12	7	7/12_S6126
S6126	3	UXTD	12/07/2017 09:03			483.011	475.839	10.897	422.483	0.519	0.583		0.245	0.521		0.354	0.211	32.573	35.368		0.425	0.412	0.221	1.035	0.328	0.515	0.292	0.951		13.399	16.161		12	7	7/12_S6126
S6126	12	UXTD	12/07/2017 09:57	184.64	19.334	476.5	461.207	10.079	410.28	0.515	0.579	0.208	0.249	0.522	0.531	0.348	0.205	32.522	35.788	792.259	0.41	0.404	0.223	1.04	0.326	0.52	0.301	0.97	0.73	13.324	15.966	0.884	12	7	7/12_S6126
S6126	13	UXTD	12/07/2017 10:50	184.964	20.488	462.274	452.882	9.94	427.815	0.506	0.58	0.21	0.254	0.533	0.532	0.341	0.195	32.85	35.94	791.459	0.406	0.401	0.227	1.044	0.32	0.528	0.303	0.968	0.723	13.351	16.066	0.889	12	7	7/12_S6126
S6126	14	UXTD	12/07/2017 11:01			468.122	458.711	10.044	425.025	0.511	0.578		0.246	0.523		0.339	0.207	33.209	36.163		0.403	0.405	0.227	1.059	0.321	0.52	0.3	0.974		13.323	16.127		12	7	7/12_S6126
S6126	19	UXTD	12/07/2017 11:10			483.597	464.551	9.653	436.335	0.522	0.585		0.255	0.53		0.347	0.215	33.27	36.226		0.413	0.406	0.225	1.056	0.337	0.523	0.304	0.978		13.362	16.003		12	7	7/12_S6126
S6126	23	UXTD	12/07/2017 11:21			469.056	460.9	9.878	439.783	0.512	0.578		0.259	0.535		0.337	0.222	32.987	36.261		0.403	0.399	0.224	1.046	0.337	0.531	0.302	0.977		13.39	16.026		12	7	7/12_S6126
S615V	1	UXTD	12/07/2017 04:29			500.226	498.409	9.144	437.956	0.524	0.591		0.249	0.519		0.38	0.22	32.553	35.517		0.44	0.422	0.215	1.027	0.338	0.525	0.298	0.953		13.508	16.214		12	7	7/12_S615V
S615W	1	UXTD	12/07/2017 09:10			517.353	493.568	8.914	444.756	0.525	0.59		0.239	0.512		0.38	0.212	32.591	35.736		0.448	0.417	0.217	1.028	0.329	0.512	0.294	0.956		13.531	16.291		12	7	7/12_S615W
S615W	3	UXTD	12/07/2017 09:20			512.988	488.827	9.146	431.962	0.523	0.582		0.237	0.507		0.372	0.203	32.587	35.963		0.436	0.414	0.218	1.033	0.308	0.512	0.298	0.964		13.433	16.164		12	7	7/12_S615W
S615W	6	UXTD	12/07/2017 09:29			492.841	485.285	8.944	451.749	0.511	0.584		0.242	0.515		0.358	0.204	32.417	35.745		0.427	0.409	0.22	1.029	0.322	0.522	0.296	0.962		13.443	16.137		12	7	7/12_S615W
S615W	12	UXTD	12/07/2017 10:21	182.792	17.557	490.652	476.933	8.315	459.721	0.509	0.58	0.207	0.254	0.525	0.526	0.36	0.21	32.657	35.882	803.859	0.426	0.405	0.219	1.04	0.326	0.523	0.297	0.965	0.75	13.398	16.174	0.862	12	7	7/12_S615W
S615W	13	UXTD	12/07/2017 11:14	192.965	16.661	498.571	488.929	8.523	438.078	0.516	0.58	0.207	0.25	0.517	0.525	0.38	0.215	32.556	35.789	808.525	0.437	0.411	0.217	1.029	0.324	0.523	0.297	0.964	0.761	13.455	16.163	0.85	12	7	7/12_S615W
S615W	14	UXTD	12/07/2017 11:23			508.424	496.304	8.207	441.425	0.512	0.58		0.246	0.518		0.377	0.204	32.267	35.371		0.442	0.41	0.215	1.019	0.317	0.518	0.296	0.95		13.483	16.242		12	7	7/12_S615W
S615W	22	UXTD	12/07/2017 11:33			518.171	483.823	8.748	445.3	0.518	0.579		0.246	0.514		0.38	0.218	31.978	35.196		0.443	0.414	0.215	1.016	0.323	0.518	0.293	0.949		13.455	16.143		12	7	7/12_S615W
S615Y	3	UXTD	12/07/2017 01:36			486.65	468.915	9.645	429.433	0.498	0.576		0.256	0.519		0.354	0.228	33.402	36.346		0.416	0.401	0.224	1.062	0.334	0.521	0.301	0.979		13.308	16.069		12	7	7/12_S615Y
S615Y	8	UXTD	12/07/2017 01:47			483.404	479.266	10.661	414.298	0.498	0.573		0.255	0.525		0.35	0.217	32.815	35.714		0.418	0.405	0.222	1.046	0.332	0.518	0.297	0.963		13.362	16.128		12	7	7/12_S615Y
S615Y	12	UXTD	12/07/2017 02:42	188.471	18.091	469.8	479.129	9.77	433.323	0.501	0.581	0.21	0.262	0.532	0.532	0.343	0.232	33.252	36.065	799.859	0.413	0.402	0.225	1.058	0.344	0.524	0.299	0.972	0.763	13.31	16.069	0.879	12	7	7/12_S615Y
S615Y	13	UXTD	12/07/2017 03:35	208.933	19.836	475.844	478.512	10.037	415.912	0.498	0.581	0.211	0.258	0.521	0.54	0.344	0.227	33.397	35.989	803.325	0.418	0.41	0.227	1.062	0.338	0.52	0.303	0.974	0.756	13.306	15.966	0.878	12	7	7/12_S615Y
S615Y	14	UXTD	12/07/2017 03:46			481.887	470.86	9.722	417.704	0.494	0.576		0.258	0.52		0.346	0.224	33.271	36.277		0.413	0.404	0.225	1.057	0.334	0.519	0.303	0.977		13.35	16.046		12	7	7/12_S615Y
S615Y	16	UXTD	12/07/2017 03:55			490.756	479.437	10.083	417.747	0.498	0.574		0.258	0.529		0.346	0.222	33.185	35.973		0.414	0.412	0.224	1.058	0.334	0.523	0.301	0.971		13.337	16.071		12	7	7/12_S615Y
S615Y	17	UXTD	12/07/2017 04:05			474.431	478.363	9.52	425.016	0.501	0.576		0.256	0.529		0.342	0.236	33.699	36.659		0.414	0.409	0.225	1.068	0.34	0.524	0.304	0.984		13.373	16.087		12	7	7/12_S615Y
S617H	5	UXTD	12/07/2017 00:02			508.383	488.566	9.312	437.5	0.517	0.591		0.246	0.508		0.369	0.229	33.065	35.306		0.434	0.421	0.221	1.043	0.345	0.513	0.294	0.955		13.469	16.11		12	7	7/12_S617H
S617H	8	UXTD	12/07/2017 00:13			498.601	478.757	9.081	439.469	0.509	0.581		0.25	0.51		0.358	0.22	32.335	34.859		0.42	0.41	0.223	1.024	0.325	0.508	0.289	0.943		13.477	16.165		12	7	7/12_S617H
S617H	12	UXTD	12/07/2017 01:06	210.263	17.976	495.474	481.398	10.134	420.177	0.512	0.58	0.204	0.258	0.511	0.516	0.365	0.236	32.971	35.403	790.925	0.433	0.41	0.216	1.043	0.346	0.51	0.288	0.957	0.775	13.471	16.119	0.862	12	7	7/12_S617H
S617H	13	UXTD	12/07/2017 01:58	182.66	18.015	491.484	493.544	8.824	437.639	0.513	0.59	0.208	0.253	0.504	0.527	0.357	0.244	34.038	36.126	788.792	0.427	0.421	0.226	1.071	0.353	0.511	0.302	0.974	0.781	13.435	16.056	0.876	12	7	7/12_S617H
S617H	15	UXTD	12/07/2017 02:09			495.961	483.226	9.053	459.051	0.518	0.587		0.249	0.513		0.356	0.23	32.604	35.162		0.431	0.418	0.222	1.034	0.332	0.517	0.298	0.95		13.432	16.119		12	7	7/12_S617H
S617H	17	UXTD	12/07/2017 02:18			493.239	476.776	10.483	419.921	0.513	0.579		0.255	0.524		0.348	0.21	32.332	35.304		0.417	0.406	0.221	1.024	0.328	0.52	0.29	0.947		13.505	16.202		12	7	7/12_S617H
S617H	19	UXTD	12/07/2017 02:28			488.939	492.473	9.536	431.731	0.517	0.583		0.263	0.517		0.355	0.224	32.92	35.596		0.428	0.417	0.222	1.041	0.338	0.515	0.293	0.96		13.467	16.135		12	7	7/12_S617H
S64PP	1	UXTD	13/07/2017 20:07			485.977	479.862	8.288	472.526	0.527	0.59		0.248	0.527		0.358	0.225	33.26	36.022		0.423	0.422	0.226	1.046	0.349	0.523	0.301	0.96		13.518	16.266		13	7	7/13_S64PP
S64PP	12	UXTD	13/07/2017 21:00	172.315	18.94	466.936	451.719	9.375	416.734	0.514	0.587	0.21	0.254	0.526	0.556	0.337	0.227	33.782	37.046	776.259	0.414	0.42	0.228	1.063	0.338	0.534	0.313	0.986	0.753	13.441	16.206	0.844	13	7	7/13_S64PP
S64PP	13	UXTD	13/07/2017 21:56	176.265	19.432	475.173	471.08	9.118	458.319	0.522	0.587	0.209	0.26	0.533	0.543	0.341	0.235	33.101	35.983	775.726	0.413	0.422	0.225	1.04	0.345	0.531	0.301	0.96	0.761	13.502	16.275	0.834	13	7	7/13_S64PP
S64PP	16	UXTD	13/07/2017 22:05			480.571	467.99	9.96	430.607	0.514	0.588		0.252	0.527		0.343	0.231	33.327	36.342		0.412	0.415	0.225	1.053	0.346	0.525	0.305	0.974		13.438	16.168		13	7	7/13_S64PP
S64PP	19	UXTD	13/07/2017 22:15			477.581	473.343	9.251	428.293	0.519	0.583		0.248	0.525		0.34	0.235	33.191	36.577		0.408	0.417	0.227	1.048	0.346	0.526	0.307	0.978		13.446	16.182		13	7	7/13_S64PP
S64PP	20	UXTD	13/07/2017 22:24			468.7	463.909	8.091	450.152	0.515	0.586		0.251	0.519		0.337	0.233	33.944	36.483		0.404	0.421	0.23	1.065	0.341	0.529	0.309	0.979		13.454	16.133		13	7	7/13_S64PP
S64PP	25	UXTD	13/07/2017 22:35			484.3	480.024	9.057	441.076	0.523	0.592		0.262	0.535		0.344	0.241	33.199	36.351		0.416	0.42	0.223	1.043	0.344	0.531	0.307	0.971		13.517	16.205		13	7	7/13_S64PP
S64RP	1	UXTD	13/07/2017 23:34			489.824	486.466	10.226	406.757	0.523	0.589		0.226	0.506		0.359	0.173	32.427	35.402		0.426	0.424	0.222	1.031	0.306	0.513	0.305	0.955		13.397	16.153		13	7	7/13_S64RP
S64RP	3	UXTD	13/07/2017 23:46			486.83	473.153	9.421	419.344	0.519	0.587		0.227	0.509		0.358	0.177	32.347	35.781		0.428	0.414	0.222	1.027	0.298	0.501	0.302	0.963		13.4	16.147		13	7	7/13_S64RP
S64RP	5	UXTD	13/07/2017 23:57			489.594	474.601	9.395	424.175	0.527	0.593		0.22	0.512		0.351	0.178	32.607	35.616		0.427	0.42	0.222	1.036	0.308	0.518	0.308	0.961		13.381	16.134		13	7	7/13_S64RP
S64WZ	5	UXTD	13/07/2017 21:07			486.667	487.675	9.298	437.71	0.518	0.577		0.258	0.529		0.363	0.239	32.616	35.822		0.426	0.408	0.217	1.037	0.338	0.523	0.3	0.966		13.406	16.09		13	7	7/13_S64WZ
S64WZ	12	UXTD	13/07/2017 22:01	178.197	18.408	484.3	472.067	9.135	447.902	0.515	0.581	0.206	0.253	0.525	0.543	0.355	0.23	33.677	36.395	778.526	0.428	0.407	0.223	1.067	0.348	0.516	0.3	0.978	0.77	13.377	16.106	0.827	13	7	7/13_S64WZ
S64WZ	13	UXTD	13/07/2017 22:55	198.176	16.961	488.569	492.1	8.171	456.975	0.524	0.591	0.205	0.246	0.528	0.539	0.37	0.227	32.711	35.754	779.326	0.43	0.409	0.217	1.038	0.328	0.517	0.298	0.964	0.757	13.421	16.077	0.839	13	7	7/13_S64WZ
S64WZ	15	UXTD	13/07/2017 23:04			483.96	479.678	9.227	447.358	0.515	0.58		0.253	0.522		0.354	0.207	33.588	36.255		0.426	0.406	0.224	1.059	0.331	0.509	0.301	0.976		13.408	16.117		13	7	7/13_S64WZ
S64WZ	16	UXTD	13/07/2017 23:14			483.167	481.676	8.326	459.508	0.521	0.585		0.252	0.525		0.359	0.22	33.195	36.079		0.424	0.408	0.22	1.052	0.34	0.515	0.299	0.973		13.351	16.07		13	7	7/13_S64WZ
S64WZ	19	UXTD	13/07/2017 23:23			484.3	476.697	8.807	442.374	0.518	0.582		0.256	0.529		0.364	0.237	33.079	35.954		0.429	0.402	0.219	1.049	0.338	0.521	0.297	0.969		13.413	16.117		13	7	7/13_S64WZ
S64WZ	22	UXTD	13/07/2017 23:33			485.934	475.15	8.996	448.824	0.507	0.577		0.261	0.525		0.363	0.225	33.297	35.982		0.432	0.409	0.223	1.051	0.346	0.522	0.298	0.969		13.441	16.094		13	7	7/13_S64WZ
S66A9	2	UXTN	13/07/2017 18:41			509.71	492.979	11.195	408.62							0.357	0.229	33.163	36.072		0.422	0.424	0.217	1.058	0.338	0.515	0.301	0.975		13.295	16.01		13	7	7/13_S66A9
S66A9	4	UXTN	13/07/2017 18:57			507.8	498.897	10.297	415.734							0.365	0.233	33.427	36.617		0.431	0.426	0.217	1.061	0.335	0.513	0.306	0.979		13.346	16.138		13	7	7/13_S66A9
S66A9	10	UXTN	13/07/2017 19:12			511.057	485.867	10.116	407.167							0.354	0.218	33.086	35.934		0.43	0.426	0.217	1.053	0.332	0.51	0.301	0.968		13.332	16.059		13	7	7/13_S66A9
S66A9	13	UXTN	13/07/2017 20:14	202.806	14.635	508.824	486.931	10.24	408.908							0.35	0.222	33.672	36.905	781.192	0.419	0.424	0.22	1.071	0.324	0.513	0.311	0.991	0.755	13.27	16.034	0.833	13	7	7/13_S66A9
S66A9	15	UXTN	13/07/2017 20:29			499.038	500.319	10.55	413.687							0.346	0.213	33.427	36.166		0.428	0.427	0.22	1.056	0.33	0.508	0.305	0.974		13.386	16.117		13	7	7/13_S66A9
S66A9	22	UXTN	13/07/2017 20:44			501.25	504.958	10.026	415.088							0.353	0.224	33.496	36.51		0.427	0.42	0.218	1.067	0.336	0.515	0.307	0.981		13.322	16.086		13	7	7/13_S66A9
S66NP	8	UXTD	13/07/2017 21:39			497.089	477.627	8.885	450.958	0.527	0.585		0.241	0.527		0.349	0.207	32.967	36.45		0.422	0.416	0.222	1.047	0.312	0.517	0.31	0.978		13.382	16.121		13	7	7/13_S66NP
S66NP	9	UXTD	13/07/2017 21:50			486.784	479.715	10.027	428.834	0.521	0.584		0.244	0.523		0.36	0.208	33.185	36.765		0.427	0.419	0.22	1.058	0.329	0.515	0.312	0.988		13.322	16.034		13	7	7/13_S66NP
S66NP	11	UXTD	13/07/2017 21:59			494.216	476.171	10.377	423.176	0.524	0.587		0.236	0.525		0.361	0.205	32.752	36.241		0.417	0.416	0.222	1.044	0.316	0.511	0.308	0.974		13.326	16.114		13	7	7/13_S66NP
S66NP	12	UXTD	13/07/2017 22:54	195.969	18.896	497.315	489.124	9.161	436.138	0.538	0.602	0.204	0.247	0.534	0.549	0.364	0.222	32.936	36.493	795.859	0.43	0.418	0.22	1.045	0.322	0.518	0.31	0.982	0.76	13.366	16.065	0.827	13	7	7/13_S66NP
S66NP	13	UXTD	13/07/2017 23:47	202.59	16.558	499.491	482.113	9.719	427.253	0.529	0.588	0.206	0.247	0.526	0.562	0.365	0.226	32.771	36.55	796.925	0.427	0.42	0.219	1.043	0.318	0.517	0.311	0.98	0.755	13.363	16.141	0.81	13	7	7/13_S66NP
S66NP	15	UXTD	13/07/2017 23:56			501.401	480.62	9.775	415.294	0.526	0.585		0.246	0.522		0.369	0.203	32.585	36.145		0.438	0.42	0.217	1.037	0.32	0.513	0.308	0.975		13.383	16.077		13	7	7/13_S66NP
S605F	2	UXTD	14/07/2017 19:43			496.739	477.445	10.975	403.743	0.511	0.58		0.248	0.514		0.361	0.211	32.933	35.773		0.427	0.419	0.22	1.041	0.316	0.514	0.297	0.96		13.495	16.205		14	7	7/14_S605F
S605F	3	UXTD	14/07/2017 19:54			483.781	463.935	11.617	413.081	0.512	0.578		0.241	0.515		0.357	0.209	33.297	36.09		0.425	0.413	0.221	1.05	0.316	0.511	0.298	0.966		13.437	16.193		14	7	7/14_S605F
S605F	7	UXTD	14/07/2017 20:09							0.504	0.579	0.21	0.241	0.511	0.542	0.347	0.214	33.762	36.349		0.41	0.412	0.224	1.063	0.315	0.506	0.3	0.969	0.733	13.427	16.257		14	7	7/14_S605F
S605F	8	UXTD	14/07/2017 20:23							0.519	0.592	0.208	0.235	0.507	0.556	0.362	0.226	33.44	36.466		0.43	0.423	0.223	1.058	0.327	0.514	0.311	0.977	0.757	13.401	16.122		14	7	7/14_S605F
S605F	9	UXTD	14/07/2017 20:34			485.969	480.678	11.035	398.4	0.522	0.583		0.236	0.514		0.355	0.214	33.416	36.283		0.429	0.417	0.222	1.057	0.329	0.514	0.303	0.972		13.392	16.142		14	7	7/14_S605F
S605F	12	UXTD	14/07/2017 21:25	183.311	20.055	474.137	466.855	10.561	410.564	0.513	0.586	0.209	0.243	0.506	0.553	0.349	0.207	33.597	36.505	767.192	0.418	0.418	0.225	1.063	0.33	0.515	0.31	0.979	0.751	13.385	16.146	0.843	14	7	7/14_S605F
S605F	13	UXTD	14/07/2017 22:20	187.345	19.825	468.786	472.255	10.794	409.407	0.513	0.581	0.21	0.239	0.513	0.545	0.35	0.208	33.518	36.41	764.926	0.427	0.411	0.223	1.063	0.323	0.51	0.305	0.975	0.749	13.355	16.148	0.841	14	7	7/14_S605F
S605F	14	UXTD	14/07/2017 22:30			488.756	484.644	9.704	426.085	0.517	0.588		0.238	0.505		0.366	0.226	32.899	36.343		0.437	0.417	0.217	1.041	0.325	0.516	0.308	0.97		13.454	16.24		14	7	7/14_S605F
S605F	22	UXTD	14/07/2017 22:39			471.198	468.7	12.15	390.84	0.513	0.588		0.246	0.511		0.351	0.203	33.115	36.224		0.416	0.414	0.223	1.05	0.326	0.525	0.306	0.968		13.43	16.222		14	7	7/14_S605F
S60W6	4	UXTD	14/07/2017 09:27			499.312	484.89	9.691	443.312	0.517	0.585		0.249	0.514		0.369	0.221	32.964	36.446		0.438	0.422	0.217	1.048	0.332	0.502	0.306	0.98		13.406	16.098		14	7	7/14_S60W6
S60W6	9	UXTD	14/07/2017 09:38			497.663	486.482	9.49	447.38	0.522	0.589		0.246	0.517		0.365	0.219	32.95	36.255		0.438	0.42	0.216	1.039	0.318	0.502	0.303	0.971		13.434	16.132		14	7	7/14_S60W6
S60W6	11	UXTD	14/07/2017 09:47			483.712	476.97	9.564	433.658	0.506	0.569		0.254	0.513		0.355	0.214	33.41	36.596		0.422	0.416	0.222	1.056	0.338	0.508	0.305	0.977		13.435	16.173		14	7	7/14_S60W6
S60W6	12	UXTD	14/07/2017 10:43	197.43	16.925	496.904	484.763	9.705	436.685	0.516	0.585	0.206	0.258	0.519	0.543	0.359	0.228	33.004	36.167	789.592	0.431	0.423	0.221	1.047	0.326	0.506	0.304	0.972	0.749	13.381	16.093	0.841	14	7	7/14_S60W6
S60W6	13	UXTD	14/07/2017 11:37	199.546	16.815	499.152	473.683	9.289	457.041	0.504	0.573	0.209	0.251	0.515	0.547	0.365	0.219	32.611	36.094	792.925	0.432	0.42	0.218	1.035	0.33	0.509	0.304	0.97	0.761	13.432	16.112	0.849	14	7	7/14_S60W6
S60W6	18	UXTD	14/07/2017 11:46			493.241	473.442	9.638	435.198	0.52	0.585		0.253	0.519		0.372	0.217	32.679	36.059		0.431	0.422	0.219	1.033	0.327	0.509	0.303	0.966		13.487	16.185		14	7	7/14_S60W6
S60W6	24	UXTD	14/07/2017 11:56			493.766	472.306	9.677	429.6	0.513	0.574		0.258	0.512		0.36	0.226	32.959	36.274		0.423	0.42	0.222	1.038	0.343	0.507	0.304	0.971		13.456	16.188		14	7	7/14_S60W6
S613W	1	UXTD	14/07/2017 01:37			505.046	495.092	9.583	433.166	0.523	0.59		0.251	0.515		0.359	0.227	32.894	36.067		0.433	0.418	0.217	1.04	0.333	0.515	0.309	0.97		13.473	16.117		14	7	7/14_S613W
S613W	4	UXTD	14/07/2017 01:48			507.8	508.154	9.907	392.88	0.516	0.591		0.246	0.512		0.363	0.221	33.302	36.18		0.432	0.431	0.22	1.05	0.342	0.516	0.311	0.973		13.447	16.074		14	7	7/14_S613W
S613W	9	UXTD	14/07/2017 01:57			501.102	484.684	9.742	416.059	0.508	0.584		0.245	0.512		0.362	0.236	33.239	36.504		0.425	0.423	0.219	1.053	0.35	0.52	0.313	0.981		13.399	16.083		14	7	7/14_S613W
S613W	12	UXTD	14/07/2017 02:49	202.624	18.637	492.361	464.621	10.064	425.18	0.517	0.589	0.209	0.238	0.517	0.553	0.348	0.223	33.505	36.335	797.459	0.411	0.418	0.229	1.057	0.337	0.516	0.314	0.975	0.745	13.395	16.122	0.856	14	7	7/14_S613W
