LOTID5	WAFER_ID	PROCESS_ID_LE821910_PROCESS_ID_MAX	ET_TIME_LE821910_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	RVTN_Cov	RVTN_Covdd	RVTP_Cov	RVTP_Covdd	SGN_Tox_inv	SGP_Tox_inv	date	month	date_lot
S62RF	24	UXTD	07/07/2017 08:31			474.821	486.905	10.296	441.569	0.498	0.566	0.206	0.279	0.488	0.576	0.35	0.218	32.928	36.378	0.212	1.039	0.229	0.966	13.525	16.344	7	7	7/07_S62RF
S6395	13	UXTD	07/07/2017 00:20	197.149	23.493	468.953	468.619	9.805	444.547	0.519	0.578	0.206	0.282	0.496	0.571	0.328	0.228	31.986	35.168	0.221	1.023	0.237	0.946	13.393	16.241	7	7	7/07_S6395
S6395	14	UXTD	07/07/2017 00:31			468.414	465.252	9.973	447.21	0.519	0.572	0.204	0.29	0.496	0.571	0.335	0.23	32.944	35.958	0.212	1.044	0.233	0.964	13.383	16.194	7	7	7/07_S6395
S6395	15	UXTD	07/07/2017 00:44			468.7	468.587	10.984	428.909	0.517	0.574	0.207	0.281	0.493	0.571	0.327	0.221	32.551	35.626	0.222	1.04	0.237	0.957	13.314	16.221	7	7	7/07_S6395
S6395	16	UXTD	07/07/2017 00:57			472.064	477.568	9.355	443.59	0.516	0.573	0.203	0.281	0.493	0.572	0.341	0.236	32.212	35.347	0.211	1.03	0.235	0.954	13.312	16.145	7	7	7/07_S6395
S6395	17	UXTD	07/07/2017 01:08			453.1	457.516	9.511	451.029	0.517	0.575	0.206	0.292	0.493	0.576	0.327	0.229	32.958	35.772	0.221	1.047	0.233	0.959	13.329	16.216	7	7	7/07_S6395
S6395	24	UXTD	07/07/2017 01:20			458.841	460.504	10.22	445.008	0.516	0.577	0.206	0.281	0.489	0.573	0.336	0.236	33.124	35.548	0.22	1.043	0.236	0.957	13.403	16.164	7	7	7/07_S6395
S6395	25	UXTD	07/07/2017 01:33			470.967	483.335	9.426	459.809	0.52	0.574	0.204	0.286	0.491	0.572	0.341	0.24	33.133	36.128	0.212	1.052	0.235	0.967	13.355	16.211	7	7	7/07_S6395
S63TW	9	UXTD	07/07/2017 00:12			460.564	468.7	9.319	455.944	0.518	0.575	0.206	0.279	0.489	0.567	0.338	0.209	32.801	35.829	0.218	1.035	0.243	0.961	13.465	16.194	7	7	7/07_S63TW
S63TW	10	UXTD	07/07/2017 00:25			458.274	471.222	10.002	439.181	0.517	0.573	0.206	0.281	0.488	0.57	0.343	0.234	32.835	36.007	0.216	1.036	0.241	0.963	13.476	16.213	7	7	7/07_S63TW
S63TW	11	UXTD	07/07/2017 00:36			470.598	463.929	9.285	456.82	0.512	0.57	0.206	0.279	0.493	0.569	0.338	0.22	33.001	36.174	0.218	1.038	0.238	0.961	13.484	16.377	7	7	7/07_S63TW
S63TW	13	UXTD	07/07/2017 01:41	193.126	22.024	452.234	468.7	9.791	427.348	0.515	0.573	0.205	0.279	0.492	0.574	0.337	0.221	32.735	35.96	0.217	1.038	0.243	0.962	13.441	16.235	7	7	7/07_S63TW
S63TW	15	UXTD	07/07/2017 01:54			464.194	466.178	9.466	451.464	0.509	0.572	0.207	0.276	0.489	0.578	0.34	0.227	33.422	36.599	0.217	1.055	0.245	0.977	13.438	16.217	7	7	7/07_S63TW
S63TW	16	UXTD	07/07/2017 02:05			463.723	482.229	9.077	459.98	0.506	0.573	0.204	0.281	0.494	0.576	0.346	0.233	32.994	36.172	0.213	1.037	0.242	0.962	13.523	16.353	7	7	7/07_S63TW
S63TW	19	UXTD	07/07/2017 02:18			469.987	470.789	9.511	446.793	0.511	0.57	0.206	0.281	0.494	0.57	0.341	0.22	33.001	36.163	0.217	1.038	0.241	0.962	13.486	16.328	7	7	7/07_S63TW
S63TW	25	UXTD	07/07/2017 02:31			470.617	481.158	9.366	434.275	0.519	0.577	0.203	0.28	0.497	0.576	0.344	0.234	32.791	36.025	0.212	1.031	0.244	0.964	13.515	16.224	7	7	7/07_S63TW
S64HU	1	UXTD	07/07/2017 04:51	211.58	20.898	458.924	455.172	10.2855	424.483	0.512	0.579	0.206	0.276	0.481	0.567	0.326	0.203	32.643	35.215	0.216	1.031	0.226	0.943	13.454	16.311	7	7	7/07_S64HU
S64HU	3	UXTD	07/07/2017 05:04			459.612	463.983	11.054	411.004	0.504	0.565	0.207	0.276	0.485	0.57	0.338	0.204	32.356	35.102	0.215	1.026	0.232	0.938	13.478	16.339	7	7	7/07_S64HU
S64HU	4	UXTD	07/07/2017 05:16			459.425	467.632	11.358	425.013	0.501	0.566	0.208	0.276	0.481	0.575	0.335	0.202	33.136	35.885	0.218	1.044	0.227	0.952	13.452	16.377	7	7	7/07_S64HU
S64HU	6	UXTD	07/07/2017 05:28			460.21	460.178	10.063	429.027	0.51	0.582	0.207	0.275	0.48	0.568	0.329	0.201	32.799	35.431	0.218	1.036	0.231	0.949	13.445	16.256	7	7	7/07_S64HU
S64HU	7	UXTD	07/07/2017 05:40			464.286	478.224	10.453	441.663	0.507	0.566	0.205	0.284	0.487	0.569	0.337	0.225	32.602	35.497	0.212	1.029	0.227	0.953	13.48	16.219	7	7	7/07_S64HU
S64HU	10	UXTD	07/07/2017 05:50	211.374	23.144			11.28	433.558				0.271													7	7	7/07_S64HU
S64HU	11	UXTD	07/07/2017 06:02	201.555	22.316			11.265	423.023				0.273													7	7	7/07_S64HU
S64HU	12	UXTD	07/07/2017 06:13			468.7	467.441	10.495	432.369	0.506	0.568	0.205	0.278	0.491	0.574	0.343	0.206	32.632	35.661	0.211	1.03	0.236	0.955	13.479	16.262	7	7	7/07_S64HU
S64HU	13	UXTD	07/07/2017 07:16	201.051	20.668	470.754	464.309	10.036	429.077	0.503	0.569	0.207	0.283	0.49	0.57	0.328	0.206	33.253	35.873	0.217	1.046	0.23	0.959	13.462	16.241	7	7	7/07_S64HU
S64HU	14	UXTD	07/07/2017 07:28			454.913	463.439	9.741	437.5	0.501	0.572	0.208	0.27	0.486	0.572	0.327	0.203	33.209	35.928	0.219	1.045	0.239	0.961	13.445	16.238	7	7	7/07_S64HU
S64HU	15	UXTD	07/07/2017 07:38	206.196	21.666			9.877	433.773				0.275													7	7	7/07_S64HU
S64HU	16	UXTD	07/07/2017 07:59	206.914	22.13	457.099	463.258	9.7605	457.2755	0.499	0.572	0.207	0.278	0.481	0.574	0.324	0.198	32.898	35.667	0.216	1.04	0.232	0.956	13.431	16.228	7	7	7/07_S64HU
S64HU	18	UXTD	07/07/2017 08:10			461.443	466.843	11.66	421.14	0.509	0.575	0.209	0.271	0.477	0.576	0.325	0.191	33.048	35.75	0.22	1.042	0.235	0.958	13.478	16.24	7	7	7/07_S64HU
S64HU	20	UXTD	07/07/2017 08:23			459.474	472.902	10.094	448.116	0.494	0.563	0.207	0.277	0.485	0.575	0.341	0.205	32.758	35.503	0.213	1.03	0.231	0.944	13.501	16.413	7	7	7/07_S64HU
S64HU	22	UXTD	07/07/2017 08:35			453.1	459.071	11.25	432.174	0.508	0.58	0.208	0.271	0.482	0.579	0.322	0.204	33.131	35.929	0.22	1.044	0.243	0.962	13.467	16.231	7	7	7/07_S64HU
S64HU	23	UXTD	07/07/2017 08:46			457.682	468.7	10.888	449.709	0.504	0.569	0.206	0.274	0.482	0.576	0.34	0.186	32.304	35.028	0.211	1.021	0.232	0.938	13.47	16.325	7	7	7/07_S64HU
S64HU	25	UXTD	07/07/2017 09:07	225.088	21.16	462.19	459.97	10.3535	429.542	0.506	0.578	0.207	0.281	0.482	0.563	0.334	0.2	32.656	35.625	0.215	1.023	0.227	0.947	13.558	16.397	7	7	7/07_S64HU
S65XA	13	UXTN	07/07/2017 06:42	206.517	18.945	482.244	483.432	9.336	437.362							0.352	0.22	33.923	36.808	0.214	1.076	0.237	0.979	13.301	16.23	7	7	7/07_S65XA
SZ8CD	4	UXTD	07/07/2017 05:35			449.311	457.695	10.58	442.226	0.512	0.577	0.207	0.273	0.479	0.576	0.321	0.233	33.333	36.201	0.221	1.055	0.237	0.973	13.389	16.103	7	7	7/07_SZ8CD
SZ8CD	6	UXTD	07/07/2017 05:48			462.333	453.301	9.07	450.847	0.508	0.578	0.207	0.284	0.486	0.581	0.329	0.243	33.558	36.35	0.221	1.059	0.235	0.975	13.428	16.16	7	7	7/07_SZ8CD
S601G	3	UXTD	09/07/2017 22:04			457.358	467.832	10.066	444.833	0.505	0.567		0.274	0.479		0.33	0.227	33.728	36.128	0.223	1.067	0.23	0.969	13.373	16.195	9	7	7/09_S601G
S601G	5	UXTD	09/07/2017 22:14			462.016	460.172	9.847	443.913	0.507	0.564		0.282	0.483		0.325	0.224	33.57	36.253	0.223	1.061	0.232	0.971	13.4	16.212	9	7	7/09_S601G
S601G	7	UXTD	09/07/2017 22:23			436.416	459.795	9.27	451.646	0.508	0.563		0.279	0.477		0.319	0.231	33.55	36.027	0.224	1.065	0.23	0.966	13.322	16.184	9	7	7/09_S601G
S601G	8	UXTD	09/07/2017 22:33			457.189	462.005	9.806	453.1	0.509	0.564		0.284	0.487		0.323	0.244	33.686	36.36	0.225	1.065	0.231	0.973	13.375	16.191	9	7	7/09_S601G
S601G	10	UXTD	09/07/2017 22:42			439.931	465.484	10.654	433.45	0.505	0.561		0.283	0.485		0.322	0.247	33.74	36.424	0.225	1.068	0.233	0.979	13.339	16.11	9	7	7/09_S601G
S601G	12	UXTD	09/07/2017 22:52			445.972	459.379	10.12	444.917	0.495	0.559		0.283	0.483		0.319	0.232	33.863	36.521	0.228	1.071	0.232	0.975	13.355	16.221	9	7	7/09_S601G
S601G	13	UXTD	09/07/2017 23:46	176.945	22.866	454.089	473.098	10.057	439.77	0.508	0.562	0.209	0.285	0.485	0.563	0.324	0.251	33.969	36.815	0.223	1.074	0.232	0.985	13.358	16.153	9	7	7/09_S601G
S601G	14	UXTD	09/07/2017 23:55			452.49	458.1	9.808	424.981	0.502	0.56		0.283	0.482		0.322	0.244	34.181	36.903	0.225	1.078	0.233	0.985	13.346	16.182	9	7	7/09_S601G
S61K3	1	UXTD	09/07/2017 23:28			451.518	454.781	11.255	437.577	0.514	0.578		0.272	0.482		0.324	0.236	33.308	36.202	0.226	1.051	0.238	0.969	13.401	16.164	9	7	7/09_S61K3
S61K3	2	UXTD	09/07/2017 23:38			451.419	446.884	10.333	442.654	0.51	0.574		0.269	0.477		0.323	0.228	33.084	35.813	0.225	1.045	0.23	0.952	13.392	16.334	9	7	7/09_S61K3
S61K3	3	UXTD	09/07/2017 23:47			457.922	473.405	10.039	441.453	0.517	0.572		0.272	0.483		0.344	0.251	32.463	35.914	0.213	1.033	0.232	0.965	13.382	16.176	9	7	7/09_S61K3
S61K3	4	UXTD	09/07/2017 23:57			452.698	462.418	10.408	445.3	0.513	0.573		0.274	0.481		0.331	0.239	33.4	36.531	0.217	1.059	0.234	0.972	13.338	16.239	9	7	7/09_S61K3
S65NA	13	UXTN	09/07/2017 20:45	237.351	17.424	507.8	493.717	8.636	452.68							0.359	0.206	32.978	36.182	0.209	1.045	0.239	0.969	13.403	16.198	9	7	7/09_S65NA
S65RD	13	UXTN	09/07/2017 17:25	242.808	15.866	517.692	494.682	8.888	467.022							0.372	0.217	32.828	36.088	0.208	1.045	0.238	0.969	13.349	16.165	9	7	7/09_S65RD
SZ8AW	2	UXTD	09/07/2017 03:34			463.145	467.253	11.249	424.995	0.499	0.561		0.276	0.484		0.313	0.199	32.478	34.731	0.227	1.025	0.227	0.936	13.524	16.275	9	7	7/09_SZ8AW
SZ8AW	4	UXTD	09/07/2017 03:44			461.335	456.852	10.52	423.793	0.504	0.564		0.274	0.483		0.323	0.2	32.664	35.066	0.224	1.031	0.227	0.944	13.497	16.234	9	7	7/09_SZ8AW
SZ8AW	5	UXTD	09/07/2017 03:53			471.563	463.464	9.915	444.178	0.499	0.566		0.282	0.484		0.316	0.208	32.884	35.112	0.224	1.038	0.232	0.949	13.48	16.159	9	7	7/09_SZ8AW
SZ8AW	7	UXTD	09/07/2017 04:03			457.504	469.674	10.541	440.248	0.498	0.563		0.277	0.487		0.312	0.204	32.655	34.701	0.226	1.031	0.229	0.937	13.469	16.229	9	7	7/09_SZ8AW
SZ8AW	10	UXTD	09/07/2017 04:12			460.9	466.574	10.995	426.304	0.506	0.568		0.275	0.486		0.316	0.203	33.04	35.28	0.228	1.043	0.232	0.948	13.448	16.231	9	7	7/09_SZ8AW
SZ8AW	11	UXTD	09/07/2017 04:22			453.1	456.745	10.656	437.846	0.495	0.559		0.273	0.488		0.306	0.178	32.718	34.72	0.228	1.031	0.233	0.937	13.478	16.259	9	7	7/09_SZ8AW
SZ8AW	13	UXTD	09/07/2017 05:17	203.349	23.821	455.397	459.963	10.965	423.109	0.501	0.565	0.209	0.274	0.487	0.565	0.311	0.187	32.784	35.134	0.229	1.037	0.232	0.945	13.43	16.225	9	7	7/09_SZ8AW
SZ8AW	14	UXTD	09/07/2017 05:26			440.838	462.843	10.986	404.02	0.49	0.558		0.275	0.485		0.298	0.184	32.801	35.079	0.228	1.039	0.233	0.946	13.419	16.199	9	7	7/09_SZ8AW
SZ8AW	15	UXTD	09/07/2017 05:36			460.574	450.894	11.517	414.282	0.488	0.557		0.276	0.487		0.304	0.194	33.431	35.472	0.23	1.054	0.235	0.952	13.432	16.228	9	7	7/09_SZ8AW
SZ8AW	16	UXTD	09/07/2017 05:45			442.397	457.575	11.582	423.904	0.491	0.551		0.277	0.484		0.292	0.191	32.809	35.326	0.23	1.038	0.235	0.953	13.445	16.148	9	7	7/09_SZ8AW
SZ8AW	20	UXTD	09/07/2017 05:55			460.9	459.739	10.728	437.5	0.5	0.568		0.27	0.477		0.319	0.198	32.781	34.641	0.226	1.032	0.225	0.933	13.529	16.288	9	7	7/09_SZ8AW
S5ZTH	2	UXTD	10/07/2017 08:26			482.638	470.184	10.161	441.691	0.518	0.574		0.27	0.484		0.346	0.21	32.825	36.214	0.217	1.039	0.231	0.964	13.444	16.312	10	7	7/10_S5ZTH
S5ZTH	3	UXTD	10/07/2017 08:36			460.35	456.971	10.648	419.552	0.516	0.582		0.267	0.482		0.332	0.199	32.497	35.289	0.225	1.037	0.232	0.95	13.332	16.19	10	7	7/10_S5ZTH
S5ZTH	4	UXTD	10/07/2017 08:45			463.999	471.821	11.061	437.91	0.532	0.586		0.267	0.481		0.334	0.19	32.63	35.384	0.226	1.04	0.232	0.95	13.339	16.212	10	7	7/10_S5ZTH
S5ZTH	5	UXTD	10/07/2017 08:55			459.804	470.225	10.44	434.573	0.519	0.579		0.275	0.49		0.333	0.21	32.933	35.713	0.224	1.042	0.241	0.956	13.417	16.239	10	7	7/10_S5ZTH
S5ZTH	6	UXTD	10/07/2017 09:04			486.824	477.835	9.91	433.807	0.529	0.58		0.267	0.488		0.338	0.198	32.799	35.971	0.217	1.044	0.237	0.962	13.358	16.244	10	7	7/10_S5ZTH
S5ZTH	7	UXTD	10/07/2017 09:14			451.765	462.717	10.338	429.6	0.513	0.571		0.27	0.476		0.329	0.198	33.276	35.763	0.229	1.055	0.235	0.958	13.366	16.233	10	7	7/10_S5ZTH
S5ZTH	13	UXTD	10/07/2017 10:08	215.424	21.386	469.581	472.549	10.599	434.264	0.517	0.579	0.207	0.266	0.486	0.562	0.33	0.194	32.815	35.425	0.224	1.042	0.231	0.949	13.383	16.271	10	7	7/10_S5ZTH
S5ZTH	14	UXTD	10/07/2017 10:17			468.7	476.287	10.226	430.074	0.515	0.571		0.267	0.486		0.328	0.193	33.293	36.013	0.226	1.056	0.243	0.963	13.321	16.226	10	7	7/10_S5ZTH
S5ZTH	15	UXTD	10/07/2017 10:27			468.803	469.543	11.064	416.23	0.517	0.581		0.267	0.483		0.328	0.209	33.648	36.412	0.229	1.062	0.244	0.971	13.401	16.258	10	7	7/10_S5ZTH
S5ZTH	16	UXTD	10/07/2017 10:35			458.562	473.48	11.198	424.385	0.512	0.573		0.262	0.484		0.335	0.185	33.295	35.951	0.226	1.053	0.235	0.961	13.379	16.288	10	7	7/10_S5ZTH
S5ZTH	17	UXTD	10/07/2017 10:46			470.363	478.077	11.559	416.494	0.521	0.577		0.276	0.481		0.336	0.21	33.215	36.334	0.217	1.056	0.242	0.976	13.319	16.151	10	7	7/10_S5ZTH
S5ZTH	19	UXTD	10/07/2017 10:54			469.736	463.334	10.875	439.487	0.516	0.578		0.264	0.48		0.317	0.185	33.017	35.797	0.225	1.049	0.237	0.957	13.352	16.27	10	7	7/10_S5ZTH
S5ZTH	21	UXTD	10/07/2017 11:04			470.589	476.71	11.645	409.759	0.511	0.573		0.27	0.48		0.33	0.216	33.42	36.598	0.219	1.058	0.247	0.979	13.377	16.177	10	7	7/10_S5ZTH
S5ZTH	24	UXTD	10/07/2017 11:15			460.37	462.366	11.454	408.429	0.504	0.568		0.262	0.478		0.322	0.193	33.205	36.036	0.225	1.054	0.236	0.961	13.355	16.28	10	7	7/10_S5ZTH
S5ZXW	2	UXTD	10/07/2017 02:11			448.851	453.695	10.116	440.725	0.504	0.568		0.276	0.485		0.331	0.227	33.591	36.074	0.221	1.062	0.24	0.973	13.354	16.074	10	7	7/10_S5ZXW
S5ZXW	4	UXTD	10/07/2017 02:21			446.013	455.387	9.242	439.407	0.513	0.568		0.276	0.489		0.334	0.22	33.608	36.653	0.219	1.065	0.236	0.976	13.317	16.253	10	7	7/10_S5ZXW
S5ZXW	7	UXTD	10/07/2017 02:30			452.657	462.549	10.139	426.484	0.506	0.565		0.276	0.488		0.337	0.231	33.462	36.288	0.22	1.061	0.241	0.977	13.338	16.088	10	7	7/10_S5ZXW
S5ZXW	9	UXTD	10/07/2017 02:40			442.812	453.1	10.302	431.943	0.505	0.568		0.277	0.493		0.326	0.22	33.666	36.414	0.22	1.066	0.242	0.979	13.317	16.103	10	7	7/10_S5ZXW
S5ZXW	10	UXTD	10/07/2017 02:48			457.753	457.083	9.523	450.096	0.504	0.572		0.271	0.486		0.338	0.227	33.47	36.442	0.22	1.063	0.244	0.976	13.326	16.183	10	7	7/10_S5ZXW
S5ZXW	12	UXTD	10/07/2017 02:58			451.614	454.088	10.129	439.486	0.51	0.566		0.288	0.49		0.334	0.216	33.43	36.66	0.218	1.061	0.241	0.983	13.311	16.091	10	7	7/10_S5ZXW
S5ZXW	13	UXTD	10/07/2017 03:53	203.765	22.065	451.677	456.407	9.348	448.237	0.517	0.578	0.208	0.275	0.484	0.57	0.334	0.214	33.27	36.264	0.218	1.059	0.239	0.968	13.281	16.209	10	7	7/10_S5ZXW
S5ZXW	14	UXTD	10/07/2017 04:02			447.594	460.296	9.754	422.572	0.506	0.571		0.283	0.489		0.337	0.222	33.294	36.447	0.219	1.056	0.243	0.976	13.353	16.153	10	7	7/10_S5ZXW
S5ZXW	15	UXTD	10/07/2017 04:11			447.115	462.017	9.961	437.518	0.516	0.573		0.272	0.488		0.335	0.222	33.121	36.044	0.219	1.056	0.244	0.972	13.301	16.065	10	7	7/10_S5ZXW
S5ZXW	16	UXTD	10/07/2017 04:20			442.419	455.439	9.295	457.114	0.511	0.573		0.273	0.489		0.331	0.207	33.381	36.122	0.221	1.059	0.244	0.972	13.341	16.119	10	7	7/10_S5ZXW
S5ZXW	18	UXTD	10/07/2017 04:30			445.773	458.507	9.284	438.083	0.506	0.57		0.275	0.481		0.34	0.23	33.627	36.248	0.22	1.067	0.238	0.966	13.322	16.249	10	7	7/10_S5ZXW
S5ZXW	20	UXTD	10/07/2017 04:38			462.603	465.364	9.749	448.907	0.505	0.569		0.275	0.487		0.34	0.222	33.961	36.72	0.22	1.073	0.248	0.985	13.358	16.099	10	7	7/10_S5ZXW
S5ZXW	22	UXTD	10/07/2017 04:48			451.858	459.219	9.313	447.548	0.51	0.565		0.283	0.485		0.341	0.24	33.518	36.258	0.217	1.059	0.236	0.97	13.356	16.249	10	7	7/10_S5ZXW
S5ZXW	24	UXTD	10/07/2017 04:59			461.104	460.272	8.905	455.05	0.512	0.573		0.274	0.489		0.338	0.232	33.537	36.632	0.219	1.068	0.245	0.984	13.291	16.051	10	7	7/10_S5ZXW
S601G	15	UXTD	10/07/2017 00:05			454.154	463.402	10.004	428.203	0.502	0.566		0.276	0.484		0.311	0.225	33.885	36.284	0.227	1.07	0.232	0.972	13.345	16.202	10	7	7/10_S601G
S601G	16	UXTD	10/07/2017 00:14			440.863	454.836	10.044	451.485	0.509	0.565		0.285	0.492		0.318	0.226	33.159	35.826	0.224	1.053	0.232	0.962	13.358	16.177	10	7	7/10_S601G
S601G	18	UXTD	10/07/2017 00:24			454.714	451.165	10.354	447.623	0.502	0.56		0.28	0.486		0.322	0.23	33.631	36.393	0.226	1.065	0.231	0.977	13.313	16.138	10	7	7/10_S601G
S601G	19	UXTD	10/07/2017 00:33			463.034	455.307	9.805	454.131	0.51	0.565		0.288	0.482		0.329	0.241	34.249	36.626	0.225	1.077	0.231	0.978	13.368	16.199	10	7	7/10_S601G
S601G	22	UXTD	10/07/2017 00:43			440.092	452.734	10.388	437.5	0.496	0.561		0.284	0.488		0.315	0.242	33.915	36.358	0.228	1.07	0.233	0.971	13.399	16.242	10	7	7/10_S601G
S601G	25	UXTD	10/07/2017 00:54			466.011	464.127	10.04	449.161	0.511	0.571		0.289	0.491		0.323	0.24	33.201	35.968	0.223	1.047	0.229	0.961	13.455	16.279	10	7	7/10_S601G
S607G	1	UXTD	10/07/2017 20:44			491.8	479.106	9.355	454.678	0.518	0.575		0.283	0.484		0.364	0.254	33.094	36.259	0.21	1.044	0.228	0.966	13.444	16.307	10	7	7/10_S607G
S607G	3	UXTD	10/07/2017 20:54			483.9	470.596	10.427	431.408	0.505	0.565		0.281	0.484		0.356	0.252	33.311	36.463	0.213	1.049	0.236	0.97	13.475	16.293	10	7	7/10_S607G
S607G	5	UXTD	10/07/2017 21:03			477.507	475.635	9.509	455.877	0.502	0.563		0.29	0.49		0.35	0.252	33.263	36.47	0.213	1.046	0.224	0.969	13.479	16.334	10	7	7/10_S607G
S607G	6	UXTD	10/07/2017 21:13			484.669	481.133	10.76	437.472	0.501	0.56		0.282	0.488		0.344	0.239	33.148	36.547	0.214	1.045	0.233	0.973	13.449	16.28	10	7	7/10_S607G
S607G	7	UXTD	10/07/2017 21:22			443.302	457.059	9.887	446.328	0.492	0.557		0.271	0.482		0.333	0.236	33.018	36.065	0.219	1.05	0.238	0.961	13.35	16.282	10	7	7/10_S607G
S607G	9	UXTD	10/07/2017 21:32			469.175	466.837	9.926	446.125	0.516	0.569		0.279	0.484		0.338	0.232	33.104	36.511	0.211	1.051	0.227	0.971	13.364	16.286	10	7	7/10_S607G
S607G	11	UXTD	10/07/2017 21:41			440.101	458.57	10.734	436.792	0.506	0.563		0.274	0.478		0.316	0.231	32.992	36.224	0.22	1.053	0.237	0.968	13.285	16.247	10	7	7/10_S607G
S607G	12	UXTD	10/07/2017 21:51			455.54	455.744	10.083	430.844	0.507	0.566		0.276	0.483		0.326	0.226	32.376	35.903	0.211	1.037	0.231	0.965	13.262	16.148	10	7	7/10_S607G
S607G	13	UXTD	10/07/2017 22:46	207.611	21.245	434.114	447.714	9.988	443.9	0.497	0.555	0.209	0.277	0.477	0.562	0.312	0.217	32.732	35.745	0.22	1.047	0.241	0.963	13.235	16.126	10	7	7/10_S607G
S607G	14	UXTD	10/07/2017 22:55			439.677	451.972	10.991	418.012	0.496	0.552		0.285	0.485		0.326	0.24	32.56	36.387	0.21	1.042	0.228	0.974	13.305	16.176	10	7	7/10_S607G
S607G	17	UXTD	10/07/2017 23:05			445.791	449.745	10.342	427.306	0.513	0.564		0.266	0.478		0.313	0.222	32.726	36.041	0.218	1.045	0.239	0.967	13.272	16.184	10	7	7/10_S607G
